acquisition_id,customer_id,campaign_id,channel,acquisition_date,cpa
ACQ-0334,CUST-0170,CMP-2025-01,LinkedIn,2025-01-10,28.57
ACQ-0335,CUST-1005,CMP-2025-05,SMS,2025-12-08,20.18
ACQ-0336,CUST-0482,CMP-2025-01,Social Organic,2025-06-08,23.45
ACQ-0337,CUST-0656,CMP-2025-04,Meta Ads,2025-10-28,40.35
ACQ-0338,CUST-0798,CMP-2025-04,Google Shopping,2025-10-30,36.92
ACQ-0339,CUST-0645,CMP-2025-01,Direct Traffic,2025-10-18,18.67
ACQ-0340,CUST-0433,CMP-2025-05,Google Remarketing,2025-12-07,39.41
ACQ-0341,CUST-1121,CMP-2025-04,Google Shopping,2025-10-03,18.92
ACQ-0342,CUST-0950,CMP-2025-01,Direct Traffic,2025-11-08,40.19
ACQ-0343,CUST-1097,CMP-2025-01,Organic Search,2025-10-07,30.29
ACQ-0344,CUST-0599,CMP-2025-04,Google Shopping,2025-10-11,23.3
ACQ-0345,CUST-0634,CMP-2025-01,Organic Search,2025-12-21,20.29
ACQ-0346,CUST-0007,CMP-2025-01,Social Organic,2025-02-03,41.18
ACQ-0347,CUST-1025,CMP-2025-01,Organic Search,2025-10-01,29.81
ACQ-0348,CUST-0189,CMP-2025-04,Google Shopping,2025-10-13,35.54
ACQ-0349,CUST-0886,CMP-2025-05,Meta Retargeting,2025-12-15,22.97
ACQ-0350,CUST-0465,CMP-2025-01,Email Newsletter,2025-09-11,27.6
ACQ-0351,CUST-0075,CMP-2025-01,Meta Ads,2025-02-15,41.71
ACQ-0352,CUST-0175,CMP-2025-01,Meta Ads,2025-02-12,32.43
ACQ-0353,CUST-0246,CMP-2025-01,Google Search,2025-01-30,31.12
ACQ-0354,CUST-0632,CMP-2025-01,Organic Search,2025-07-28,41.56
ACQ-0355,CUST-0832,CMP-2025-03,Pinterest,2025-05-25,39.53
ACQ-0356,CUST-0035,CMP-2025-02,Influencer,2025-03-11,30.48
ACQ-0357,CUST-1185,CMP-2025-02,TikTok,2025-04-09,35.11
ACQ-0358,CUST-0831,CMP-2025-03,Pinterest,2025-06-28,22.83
ACQ-0359,CUST-0272,CMP-2025-01,Organic Search,2025-04-29,35.68
ACQ-0360,CUST-0006,CMP-2025-01,Meta Ads,2025-01-10,26.52
ACQ-0361,CUST-0756,CMP-2025-04,YouTube Video Ads,2025-10-25,34.49
ACQ-0362,CUST-0424,CMP-2025-02,Influencer,2025-04-12,24.21
ACQ-0363,CUST-0289,CMP-2025-02,TikTok,2025-03-28,29.62
ACQ-0364,CUST-0921,CMP-2025-03,Email Marketing,2025-06-14,22.27
ACQ-0365,CUST-0203,CMP-2025-05,Google Remarketing,2025-12-09,18.98
ACQ-0366,CUST-0517,CMP-2025-01,Direct Traffic,2025-12-09,33.25
ACQ-0367,CUST-0824,CMP-2025-05,Google Remarketing,2025-12-12,29.59
ACQ-0368,CUST-0731,CMP-2025-02,Instagram Reels,2025-04-04,23.85
ACQ-0369,CUST-0526,CMP-2025-05,Google Remarketing,2025-12-16,33.61
ACQ-0370,CUST-0192,CMP-2025-01,Direct Traffic,2025-11-03,19.54
ACQ-0371,CUST-0014,CMP-2025-01,Direct Traffic,2025-09-08,37.2
ACQ-0372,CUST-0564,CMP-2025-02,TikTok,2025-03-15,35.71
ACQ-0373,CUST-0928,CMP-2025-05,SMS,2025-12-24,23.57
ACQ-0374,CUST-0277,CMP-2025-02,TikTok,2025-04-04,37.28
ACQ-0375,CUST-0495,CMP-2025-01,LinkedIn,2025-01-31,20.7
ACQ-0376,CUST-0091,CMP-2025-02,TikTok,2025-03-09,34.92
ACQ-0377,CUST-0327,CMP-2025-02,Influencer,2025-04-08,31.19
ACQ-0378,CUST-0182,CMP-2025-05,Meta Retargeting,2025-12-07,28.02
ACQ-0379,CUST-1048,CMP-2025-03,Instagram,2025-06-07,27.11
ACQ-0380,CUST-1077,CMP-2025-01,Meta Ads,2025-01-13,40.31
ACQ-0381,CUST-0835,CMP-2025-01,Google Search,2025-01-25,36.28
ACQ-0382,CUST-0383,CMP-2025-01,Google Search,2025-01-15,25.73
ACQ-0383,CUST-0127,CMP-2025-03,Pinterest,2025-05-17,33.52
ACQ-0384,CUST-0398,CMP-2025-01,Social Organic,2025-05-12,39.26
ACQ-0385,CUST-0276,CMP-2025-03,Email Marketing,2025-05-29,38.59
ACQ-0386,CUST-0061,CMP-2025-03,Pinterest,2025-06-10,21.51
ACQ-0387,CUST-0438,CMP-2025-05,Meta Retargeting,2025-12-12,20.29
ACQ-0388,CUST-0399,CMP-2025-02,Influencer,2025-03-14,30.39
ACQ-0389,CUST-0857,CMP-2025-03,Pinterest,2025-05-17,38.65
ACQ-0390,CUST-0752,CMP-2025-03,Email Marketing,2025-05-30,28.57
ACQ-0391,CUST-0087,CMP-2025-01,Direct Traffic,2025-01-29,26.99
ACQ-0392,CUST-0056,CMP-2025-04,YouTube Video Ads,2025-10-05,23.5
ACQ-0393,CUST-0011,CMP-2025-01,Direct Traffic,2025-08-18,26.55
ACQ-0394,CUST-1083,CMP-2025-01,LinkedIn,2025-01-23,27.3
ACQ-0395,CUST-0098,CMP-2025-05,Google Remarketing,2025-11-24,25.22
ACQ-0396,CUST-0523,CMP-2025-02,Influencer,2025-03-26,35.09
ACQ-0397,CUST-0044,CMP-2025-01,Direct Traffic,2025-06-08,40.9
ACQ-0398,CUST-0457,CMP-2025-02,Influencer,2025-03-28,31.66
ACQ-0399,CUST-0937,CMP-2025-01,Email Newsletter,2025-01-16,22.59
ACQ-0400,CUST-0468,CMP-2025-02,Influencer,2025-03-21,32.66
ACQ-0401,CUST-0890,CMP-2025-01,LinkedIn,2025-02-14,27.39
ACQ-0402,CUST-0031,CMP-2025-04,YouTube Video Ads,2025-10-07,39.23
ACQ-0403,CUST-0516,CMP-2025-01,Direct Traffic,2025-05-17,24.15
ACQ-0404,CUST-1069,CMP-2025-05,Google Remarketing,2025-12-18,33.23
ACQ-0405,CUST-0287,CMP-2025-01,Direct Traffic,2025-07-30,32.51
ACQ-0406,CUST-1008,CMP-2025-01,Email Newsletter,2025-08-31,40.19
ACQ-0407,CUST-1074,CMP-2025-03,Instagram,2025-05-19,23.26
ACQ-0408,CUST-0733,CMP-2025-01,Social Organic,2025-03-29,40.02
ACQ-0409,CUST-0449,CMP-2025-01,Social Organic,2025-05-02,21.61
ACQ-0410,CUST-0771,CMP-2025-02,Influencer,2025-03-29,31.31
ACQ-0411,CUST-1186,CMP-2025-02,Influencer,2025-03-26,19.51
ACQ-0412,CUST-1052,CMP-2025-02,TikTok,2025-03-05,33.52
ACQ-0413,CUST-0479,CMP-2025-01,Direct Traffic,2025-04-29,39.1
ACQ-0414,CUST-0060,CMP-2025-05,Meta Retargeting,2025-12-18,30.08
ACQ-0415,CUST-0032,CMP-2025-01,Meta Ads,2025-02-03,20.48
ACQ-0416,CUST-0357,CMP-2025-05,SMS,2025-11-28,27.85
ACQ-0417,CUST-0581,CMP-2025-05,Meta Retargeting,2025-12-22,34.84
ACQ-0418,CUST-1115,CMP-2025-04,YouTube Video Ads,2025-10-31,36.57
ACQ-0419,CUST-0308,CMP-2025-01,Email Newsletter,2025-10-22,30.39
ACQ-0420,CUST-1012,CMP-2025-01,Social Organic,2025-01-20,34.52
ACQ-0421,CUST-0487,CMP-2025-03,Email Marketing,2025-05-16,36.26
ACQ-0422,CUST-1166,CMP-2025-01,LinkedIn,2025-01-20,22.63
ACQ-0423,CUST-1091,CMP-2025-01,Email Newsletter,2025-05-18,38.01
ACQ-0424,CUST-1173,CMP-2025-01,Direct Traffic,2025-06-24,24.63
ACQ-0425,CUST-0990,CMP-2025-03,Pinterest,2025-06-08,22.54
ACQ-0426,CUST-1034,CMP-2025-04,Meta Ads,2025-10-24,40.86
ACQ-0427,CUST-0033,CMP-2025-04,Google Shopping,2025-11-13,23.77
ACQ-0428,CUST-0232,CMP-2025-01,Direct Traffic,2025-11-03,19.6
ACQ-0429,CUST-0484,CMP-2025-01,Google Search,2025-01-15,23.44
ACQ-0430,CUST-0670,CMP-2025-01,Direct Traffic,2025-04-14,35.63
ACQ-0431,CUST-0975,CMP-2025-01,Direct Traffic,2025-09-26,37.27
ACQ-0432,CUST-0678,CMP-2025-04,Google Shopping,2025-10-27,38.8
ACQ-0433,CUST-1104,CMP-2025-03,Email Marketing,2025-05-25,35.09
ACQ-0434,CUST-1109,CMP-2025-05,Google Remarketing,2025-12-17,37.01
ACQ-0435,CUST-0269,CMP-2025-01,Google Search,2025-01-30,20.13
ACQ-0436,CUST-0872,CMP-2025-02,Instagram Reels,2025-04-13,25.63
ACQ-0437,CUST-0266,CMP-2025-05,Google Remarketing,2025-11-30,25.27
ACQ-0438,CUST-0274,CMP-2025-01,LinkedIn,2025-01-18,21.87
ACQ-0439,CUST-1152,CMP-2025-04,Meta Ads,2025-10-09,38.77
ACQ-0440,CUST-0901,CMP-2025-01,Direct Traffic,2025-11-27,19.99
ACQ-0441,CUST-1157,CMP-2025-02,TikTok,2025-03-02,22.55
ACQ-0442,CUST-0844,CMP-2025-01,Email Newsletter,2025-02-21,37.29
ACQ-0443,CUST-1139,CMP-2025-01,Organic Search,2025-05-17,29.99
ACQ-0444,CUST-0144,CMP-2025-03,Pinterest,2025-05-30,29.51
ACQ-0445,CUST-0202,CMP-2025-03,Pinterest,2025-06-09,38.78
ACQ-0446,CUST-0544,CMP-2025-01,Email Newsletter,2025-09-08,30.69
ACQ-0447,CUST-0083,CMP-2025-03,Email Marketing,2025-06-03,33.67
ACQ-0448,CUST-0343,CMP-2025-01,Social Organic,2025-10-28,34.1
ACQ-0449,CUST-0191,CMP-2025-01,Meta Ads,2025-01-19,33.38
ACQ-0450,CUST-0840,CMP-2025-02,Influencer,2025-03-04,36.63
ACQ-0451,CUST-0086,CMP-2025-01,LinkedIn,2025-02-07,26.56
ACQ-0452,CUST-0618,CMP-2025-01,Social Organic,2025-02-23,22.64
ACQ-0453,CUST-0588,CMP-2025-01,Google Search,2025-01-22,41.87
ACQ-0454,CUST-0003,CMP-2025-01,Social Organic,2025-04-20,21.51
ACQ-0455,CUST-0930,CMP-2025-03,Email Marketing,2025-05-27,31.42
ACQ-0456,CUST-0435,CMP-2025-01,Direct Traffic,2025-05-13,19.1
ACQ-0457,CUST-1014,CMP-2025-02,TikTok,2025-04-08,28.91
ACQ-0458,CUST-0016,CMP-2025-03,Instagram,2025-05-17,21.43
ACQ-0459,CUST-0755,CMP-2025-03,Email Marketing,2025-06-23,28.91
ACQ-0460,CUST-0243,CMP-2025-01,Organic Search,2025-09-21,23.37
ACQ-0461,CUST-0817,CMP-2025-01,Google Search,2025-02-10,30.63
ACQ-0462,CUST-0173,CMP-2025-01,Meta Ads,2025-02-05,24.29
ACQ-0463,CUST-0590,CMP-2025-05,Google Remarketing,2025-12-07,23.19
ACQ-0464,CUST-0036,CMP-2025-02,Influencer,2025-03-23,34.39
ACQ-0465,CUST-1017,CMP-2025-01,Google Search,2025-02-14,23.18
ACQ-0466,CUST-0521,CMP-2025-01,Direct Traffic,2025-07-21,20.35
ACQ-0467,CUST-0284,CMP-2025-04,Meta Ads,2025-10-02,41.53
ACQ-0468,CUST-0052,CMP-2025-01,Email Newsletter,2025-03-01,32.33
ACQ-0469,CUST-0538,CMP-2025-05,SMS,2025-12-25,31.73
ACQ-0470,CUST-0511,CMP-2025-01,Meta Ads,2025-01-30,19.49
ACQ-0471,CUST-0949,CMP-2025-01,LinkedIn,2025-02-05,31.58
ACQ-0472,CUST-0305,CMP-2025-03,Email Marketing,2025-05-18,31.92
ACQ-0473,CUST-0375,CMP-2025-05,SMS,2025-12-08,39.93
ACQ-0474,CUST-0301,CMP-2025-01,Organic Search,2025-02-12,35.68
ACQ-0475,CUST-0594,CMP-2025-01,Organic Search,2025-09-18,41.31
ACQ-0476,CUST-0730,CMP-2025-02,Influencer,2025-04-06,27.28
ACQ-0477,CUST-0188,CMP-2025-01,Direct Traffic,2025-12-09,30.51
ACQ-0478,CUST-0339,CMP-2025-04,YouTube Video Ads,2025-11-05,22.04
ACQ-0479,CUST-0103,CMP-2025-05,SMS,2025-12-12,21.27
ACQ-0480,CUST-0373,CMP-2025-01,LinkedIn,2025-02-05,25.15
ACQ-0481,CUST-0880,CMP-2025-04,Meta Ads,2025-11-02,20.02
ACQ-0482,CUST-0292,CMP-2025-03,Instagram,2025-06-21,37.9
ACQ-0483,CUST-1030,CMP-2025-01,Email Newsletter,2025-04-24,31.02
ACQ-0484,CUST-0893,CMP-2025-03,Instagram,2025-06-09,41.78
ACQ-0485,CUST-0183,CMP-2025-02,Influencer,2025-03-08,24.33
ACQ-0486,CUST-0619,CMP-2025-03,Instagram,2025-05-22,28.58
ACQ-0487,CUST-0530,CMP-2025-05,Meta Retargeting,2025-12-24,31.35
ACQ-0488,CUST-1038,CMP-2025-03,Instagram,2025-06-28,26.19
ACQ-0489,CUST-0227,CMP-2025-02,TikTok,2025-04-08,19.88
ACQ-0490,CUST-0720,CMP-2025-04,YouTube Video Ads,2025-10-06,35.61
ACQ-0491,CUST-0425,CMP-2025-02,Influencer,2025-03-27,21.46
ACQ-0492,CUST-0777,CMP-2025-01,LinkedIn,2025-01-11,33.81
ACQ-0493,CUST-0697,CMP-2025-01,Google Search,2025-02-15,36.55
ACQ-0494,CUST-0329,CMP-2025-01,Direct Traffic,2025-03-02,25.41
ACQ-0495,CUST-0648,CMP-2025-04,Meta Ads,2025-10-02,22.66
ACQ-0496,CUST-1093,CMP-2025-01,Organic Search,2025-11-24,18.64
ACQ-0497,CUST-0734,CMP-2025-01,Meta Ads,2025-01-27,41.86
ACQ-0498,CUST-0156,CMP-2025-01,Meta Ads,2025-01-20,30.93
ACQ-0499,CUST-1053,CMP-2025-02,Influencer,2025-03-08,34.83
ACQ-0500,CUST-0550,CMP-2025-04,YouTube Video Ads,2025-10-17,27.13
ACQ-0501,CUST-0229,CMP-2025-02,Influencer,2025-03-10,41.64
ACQ-0502,CUST-0174,CMP-2025-04,YouTube Video Ads,2025-10-14,25.4
ACQ-0503,CUST-0063,CMP-2025-05,SMS,2025-12-24,22.49
ACQ-0504,CUST-1112,CMP-2025-01,Meta Ads,2025-02-03,24.49
ACQ-0505,CUST-0666,CMP-2025-01,Direct Traffic,2025-09-15,24.77
ACQ-0506,CUST-0213,CMP-2025-04,YouTube Video Ads,2025-10-29,25.24
ACQ-0507,CUST-0627,CMP-2025-01,Direct Traffic,2025-06-11,38.18
ACQ-0508,CUST-0062,CMP-2025-02,TikTok,2025-04-06,30.65
ACQ-0509,CUST-0344,CMP-2025-01,Meta Ads,2025-01-17,23.91
ACQ-0510,CUST-0778,CMP-2025-01,LinkedIn,2025-02-11,32.53
ACQ-0511,CUST-0606,CMP-2025-04,Meta Ads,2025-10-06,40.06
ACQ-0512,CUST-0400,CMP-2025-04,YouTube Video Ads,2025-11-07,37.07
ACQ-0513,CUST-0551,CMP-2025-01,Organic Search,2025-08-29,27.13
ACQ-0514,CUST-1123,CMP-2025-05,SMS,2025-11-29,35.55
ACQ-0515,CUST-1084,CMP-2025-01,Email Newsletter,2025-12-05,36.87
ACQ-0516,CUST-0779,CMP-2025-01,Meta Ads,2025-02-14,36.38
ACQ-0517,CUST-0242,CMP-2025-04,Meta Ads,2025-10-19,34.27
ACQ-0518,CUST-0153,CMP-2025-05,Meta Retargeting,2025-11-29,32.8
ACQ-0519,CUST-1177,CMP-2025-01,Google Search,2025-01-14,23.66
ACQ-0520,CUST-0574,CMP-2025-01,LinkedIn,2025-02-10,40.72
ACQ-0521,CUST-0090,CMP-2025-01,Email Newsletter,2025-04-27,19.75
ACQ-0522,CUST-0947,CMP-2025-04,YouTube Video Ads,2025-11-07,18.85
ACQ-0523,CUST-0601,CMP-2025-02,Instagram Reels,2025-04-06,28.21
ACQ-0524,CUST-0706,CMP-2025-03,Instagram,2025-06-01,28.22
ACQ-0525,CUST-0637,CMP-2025-01,Organic Search,2025-02-12,19.33
ACQ-0526,CUST-0897,CMP-2025-02,TikTok,2025-03-22,28.39
ACQ-0527,CUST-0746,CMP-2025-01,Direct Traffic,2025-03-23,35.64
ACQ-0528,CUST-0683,CMP-2025-01,Organic Search,2025-06-16,30.09
ACQ-0529,CUST-0646,CMP-2025-01,Organic Search,2025-05-18,34.54
ACQ-0530,CUST-1159,CMP-2025-01,Google Search,2025-01-10,36.35
ACQ-0531,CUST-0898,CMP-2025-04,Google Shopping,2025-10-07,35.05
ACQ-0532,CUST-0058,CMP-2025-01,Organic Search,2025-12-08,19.63
ACQ-0533,CUST-0417,CMP-2025-05,Google Remarketing,2025-11-27,26.68
ACQ-0534,CUST-0148,CMP-2025-05,SMS,2025-11-26,26.42
ACQ-0535,CUST-0151,CMP-2025-04,Meta Ads,2025-10-31,36.79
ACQ-0536,CUST-0685,CMP-2025-02,Instagram Reels,2025-03-11,37.97
ACQ-0537,CUST-1171,CMP-2025-04,Google Shopping,2025-11-13,24.24
ACQ-0538,CUST-1046,CMP-2025-01,Meta Ads,2025-01-19,20.58
ACQ-0539,CUST-1113,CMP-2025-05,Meta Retargeting,2025-12-01,32.45
ACQ-0540,CUST-0096,CMP-2025-02,TikTok,2025-03-27,37.24
ACQ-0541,CUST-0524,CMP-2025-04,YouTube Video Ads,2025-10-02,21.46
ACQ-0542,CUST-0371,CMP-2025-02,Influencer,2025-03-07,35.55
ACQ-0543,CUST-1070,CMP-2025-04,Google Shopping,2025-10-01,31.79
ACQ-0544,CUST-0964,CMP-2025-01,LinkedIn,2025-02-03,19.54
ACQ-0545,CUST-1096,CMP-2025-01,Direct Traffic,2025-12-25,20.08
ACQ-0546,CUST-1043,CMP-2025-03,Instagram,2025-05-18,41.89
ACQ-0547,CUST-0270,CMP-2025-01,Organic Search,2025-09-26,20.05
ACQ-0548,CUST-0027,CMP-2025-02,Influencer,2025-03-04,34.85
ACQ-0549,CUST-1020,CMP-2025-02,TikTok,2025-04-14,24.23
ACQ-0550,CUST-0834,CMP-2025-02,TikTok,2025-03-01,26.59
ACQ-0551,CUST-1193,CMP-2025-01,Organic Search,2025-09-29,40.69
ACQ-0552,CUST-0807,CMP-2025-01,Email Newsletter,2025-02-13,27.01
ACQ-0553,CUST-0522,CMP-2025-01,Google Search,2025-02-07,41.52
ACQ-0554,CUST-0241,CMP-2025-02,Instagram Reels,2025-03-17,34.14
ACQ-0555,CUST-1155,CMP-2025-04,Google Shopping,2025-10-22,27.93
ACQ-0556,CUST-1180,CMP-2025-03,Instagram,2025-06-12,38.56
ACQ-0557,CUST-0280,CMP-2025-05,Meta Retargeting,2025-11-27,27.54
ACQ-0558,CUST-0851,CMP-2025-01,Social Organic,2025-06-04,39.32
ACQ-0559,CUST-0846,CMP-2025-04,YouTube Video Ads,2025-10-15,39.74
ACQ-0560,CUST-1016,CMP-2025-01,Direct Traffic,2025-07-02,21.84
ACQ-0561,CUST-0915,CMP-2025-05,Meta Retargeting,2025-12-07,23.41
ACQ-0562,CUST-0532,CMP-2025-04,Google Shopping,2025-10-04,23.06
ACQ-0563,CUST-0456,CMP-2025-01,Direct Traffic,2025-08-25,32.07
ACQ-0564,CUST-0312,CMP-2025-02,Instagram Reels,2025-03-09,22.88
ACQ-0565,CUST-0617,CMP-2025-05,Meta Retargeting,2025-11-27,36.43
ACQ-0566,CUST-0337,CMP-2025-01,Direct Traffic,2025-04-12,27.38
ACQ-0567,CUST-0801,CMP-2025-01,LinkedIn,2025-01-21,33.33
ACQ-0568,CUST-0722,CMP-2025-01,Direct Traffic,2025-12-04,39.87
ACQ-0569,CUST-0971,CMP-2025-02,TikTok,2025-03-23,23.83
ACQ-0570,CUST-0962,CMP-2025-01,Meta Ads,2025-02-14,30.52
ACQ-0571,CUST-1036,CMP-2025-01,Organic Search,2025-04-13,20.82
ACQ-0572,CUST-0726,CMP-2025-05,SMS,2025-12-04,34.43
ACQ-0573,CUST-0250,CMP-2025-03,Pinterest,2025-05-24,20.19
ACQ-0574,CUST-0818,CMP-2025-04,Google Shopping,2025-11-12,19.99
ACQ-0575,CUST-0159,CMP-2025-03,Email Marketing,2025-06-05,18.9
ACQ-0576,CUST-0881,CMP-2025-01,Email Newsletter,2025-11-14,31.0
ACQ-0577,CUST-1072,CMP-2025-01,Google Search,2025-01-20,39.49
ACQ-0578,CUST-1116,CMP-2025-02,TikTok,2025-04-10,40.61
ACQ-0579,CUST-0325,CMP-2025-01,Meta Ads,2025-02-01,36.7
ACQ-0580,CUST-1154,CMP-2025-03,Pinterest,2025-06-14,19.67
ACQ-0581,CUST-0068,CMP-2025-02,Influencer,2025-03-23,23.68
ACQ-0582,CUST-0368,CMP-2025-01,Meta Ads,2025-01-20,29.37
ACQ-0583,CUST-0626,CMP-2025-04,YouTube Video Ads,2025-11-06,32.34
ACQ-0584,CUST-1178,CMP-2025-01,Organic Search,2025-07-29,30.86
ACQ-0585,CUST-0205,CMP-2025-01,LinkedIn,2025-01-10,28.97
ACQ-0586,CUST-0089,CMP-2025-03,Instagram,2025-06-17,25.25
ACQ-0587,CUST-0258,CMP-2025-01,Google Search,2025-01-12,31.82
ACQ-0588,CUST-0005,CMP-2025-04,YouTube Video Ads,2025-10-06,32.82
ACQ-0589,CUST-0391,CMP-2025-01,Direct Traffic,2025-03-22,19.29
ACQ-0590,CUST-0376,CMP-2025-02,TikTok,2025-04-11,25.58
ACQ-0591,CUST-1107,CMP-2025-01,Social Organic,2025-01-17,35.2
ACQ-0592,CUST-0690,CMP-2025-01,Direct Traffic,2025-03-23,21.64
ACQ-0593,CUST-0221,CMP-2025-01,Meta Ads,2025-01-24,23.14
ACQ-0594,CUST-0877,CMP-2025-01,Organic Search,2025-07-06,28.78
ACQ-0595,CUST-0115,CMP-2025-02,Influencer,2025-03-15,31.57
ACQ-0596,CUST-0444,CMP-2025-02,Influencer,2025-03-03,25.46
ACQ-0597,CUST-0531,CMP-2025-05,Meta Retargeting,2025-12-19,38.04
ACQ-0598,CUST-0534,CMP-2025-05,Google Remarketing,2025-12-01,19.68
ACQ-0599,CUST-0649,CMP-2025-05,Google Remarketing,2025-12-11,36.32
ACQ-0600,CUST-0507,CMP-2025-02,TikTok,2025-03-29,37.17
ACQ-0601,CUST-0152,CMP-2025-01,LinkedIn,2025-02-10,19.35
ACQ-0602,CUST-0593,CMP-2025-01,Google Search,2025-02-03,34.46
ACQ-0603,CUST-0147,CMP-2025-03,Pinterest,2025-05-27,29.03
ACQ-0604,CUST-0875,CMP-2025-02,Influencer,2025-03-11,35.92
ACQ-0605,CUST-0972,CMP-2025-02,Instagram Reels,2025-03-11,31.83
ACQ-0606,CUST-0586,CMP-2025-03,Instagram,2025-06-10,22.06
ACQ-0607,CUST-0477,CMP-2025-04,Meta Ads,2025-11-12,33.68
ACQ-0608,CUST-0322,CMP-2025-01,Meta Ads,2025-01-21,20.72
ACQ-0609,CUST-0763,CMP-2025-04,YouTube Video Ads,2025-11-04,30.24
ACQ-0610,CUST-0643,CMP-2025-04,Google Shopping,2025-11-10,40.72
ACQ-0611,CUST-0094,CMP-2025-05,Meta Retargeting,2025-12-06,37.2
ACQ-0612,CUST-0450,CMP-2025-01,Organic Search,2025-08-05,35.83
ACQ-0613,CUST-0008,CMP-2025-01,Meta Ads,2025-01-30,24.85
ACQ-0614,CUST-0418,CMP-2025-04,YouTube Video Ads,2025-10-27,20.46
ACQ-0615,CUST-0389,CMP-2025-05,Meta Retargeting,2025-11-30,35.35
ACQ-0616,CUST-0716,CMP-2025-01,Organic Search,2025-08-25,30.92
ACQ-0617,CUST-0041,CMP-2025-04,Meta Ads,2025-11-01,33.79
ACQ-0618,CUST-0013,CMP-2025-05,SMS,2025-12-23,37.61
ACQ-0619,CUST-0911,CMP-2025-01,Organic Search,2025-03-01,26.78
ACQ-0620,CUST-0559,CMP-2025-01,Google Search,2025-02-07,39.33
ACQ-0621,CUST-0974,CMP-2025-05,SMS,2025-12-16,41.73
ACQ-0622,CUST-0993,CMP-2025-01,LinkedIn,2025-02-14,29.25
ACQ-0623,CUST-0081,CMP-2025-03,Instagram,2025-06-19,18.92
ACQ-0624,CUST-0735,CMP-2025-02,Influencer,2025-03-01,31.97
ACQ-0625,CUST-0989,CMP-2025-05,SMS,2025-12-25,32.48
ACQ-0626,CUST-0800,CMP-2025-01,Social Organic,2025-07-26,33.66
ACQ-0627,CUST-0259,CMP-2025-03,Email Marketing,2025-06-23,39.0
ACQ-0628,CUST-0350,CMP-2025-02,Instagram Reels,2025-04-04,18.64
ACQ-0629,CUST-0140,CMP-2025-01,Direct Traffic,2025-08-30,33.38
ACQ-0630,CUST-0555,CMP-2025-05,Google Remarketing,2025-12-05,31.56
ACQ-0631,CUST-0349,CMP-2025-03,Email Marketing,2025-05-23,20.88
ACQ-0632,CUST-0190,CMP-2025-04,Google Shopping,2025-10-20,23.91
ACQ-0633,CUST-0610,CMP-2025-05,Google Remarketing,2025-12-08,21.3
ACQ-0634,CUST-1049,CMP-2025-05,Google Remarketing,2025-11-26,34.61
ACQ-0635,CUST-0180,CMP-2025-01,Email Newsletter,2025-08-15,40.44
ACQ-0636,CUST-0134,CMP-2025-01,Email Newsletter,2025-04-25,21.71
ACQ-0637,CUST-0099,CMP-2025-05,Meta Retargeting,2025-12-11,32.07
ACQ-0638,CUST-1054,CMP-2025-01,Email Newsletter,2025-06-02,32.2
ACQ-0639,CUST-0760,CMP-2025-01,Social Organic,2025-09-09,36.22
ACQ-0640,CUST-0106,CMP-2025-01,LinkedIn,2025-02-07,29.37
ACQ-0641,CUST-0430,CMP-2025-03,Pinterest,2025-06-11,21.18
ACQ-0642,CUST-0453,CMP-2025-01,Social Organic,2025-07-11,36.0
ACQ-0643,CUST-0952,CMP-2025-01,Social Organic,2025-01-07,23.09
ACQ-0644,CUST-1198,CMP-2025-02,Influencer,2025-04-04,41.64
ACQ-0645,CUST-0422,CMP-2025-04,Google Shopping,2025-10-09,20.35
ACQ-0646,CUST-0496,CMP-2025-01,Organic Search,2025-01-31,33.23
ACQ-0647,CUST-0598,CMP-2025-02,Instagram Reels,2025-03-06,38.73
ACQ-0648,CUST-0237,CMP-2025-03,Pinterest,2025-05-30,32.92
ACQ-0649,CUST-0774,CMP-2025-01,Email Newsletter,2025-05-12,20.3
ACQ-0650,CUST-0387,CMP-2025-05,Google Remarketing,2025-11-20,41.53
ACQ-0651,CUST-0650,CMP-2025-01,Email Newsletter,2025-01-12,32.02
ACQ-0652,CUST-1032,CMP-2025-01,Email Newsletter,2025-02-03,23.33
ACQ-0653,CUST-0026,CMP-2025-01,LinkedIn,2025-02-01,37.91
ACQ-0654,CUST-0573,CMP-2025-01,LinkedIn,2025-02-10,38.21
ACQ-0655,CUST-0761,CMP-2025-01,Organic Search,2025-05-03,19.9
ACQ-0656,CUST-0204,CMP-2025-02,TikTok,2025-03-04,22.01
ACQ-0657,CUST-0642,CMP-2025-01,Meta Ads,2025-02-10,26.34
ACQ-0658,CUST-0184,CMP-2025-01,Meta Ads,2025-02-07,20.7
ACQ-0659,CUST-0155,CMP-2025-04,Meta Ads,2025-10-10,19.09
ACQ-0660,CUST-0228,CMP-2025-05,Meta Retargeting,2025-11-24,29.19
ACQ-0661,CUST-0462,CMP-2025-01,Direct Traffic,2025-05-31,22.82
ACQ-0662,CUST-1195,CMP-2025-04,Meta Ads,2025-10-31,27.33
ACQ-0663,CUST-0647,CMP-2025-02,TikTok,2025-03-31,33.81
ACQ-0664,CUST-0275,CMP-2025-03,Pinterest,2025-06-28,31.19
ACQ-0665,CUST-0585,CMP-2025-01,Email Newsletter,2025-10-02,24.5
ACQ-0666,CUST-0827,CMP-2025-05,SMS,2025-12-02,41.11
ACQ-0667,CUST-0571,CMP-2025-05,Google Remarketing,2025-12-17,40.7
