spend_id,campaign_id,date,channel,spend,cpc,cpm
SPD-00340,CMP-2025-03,2025-06-14,Instagram,123.77,1.14,17.32
SPD-00341,CMP-2025-03,2025-06-14,Email Marketing,135.51,1.23,17.51
SPD-00342,CMP-2025-03,2025-06-14,Pinterest,202.33,1.83,9.32
SPD-00343,CMP-2025-03,2025-06-15,Instagram,182.62,2.53,15.79
SPD-00344,CMP-2025-03,2025-06-15,Email Marketing,153.19,1.5,11.55
SPD-00345,CMP-2025-03,2025-06-15,Pinterest,123.72,1.03,11.95
SPD-00346,CMP-2025-03,2025-06-16,Instagram,141.32,1.66,16.22
SPD-00347,CMP-2025-03,2025-06-16,Email Marketing,200.34,1.09,8.86
SPD-00348,CMP-2025-03,2025-06-16,Pinterest,182.09,0.94,15.12
SPD-00349,CMP-2025-03,2025-06-17,Instagram,200.05,1.7,18.14
SPD-00350,CMP-2025-03,2025-06-17,Email Marketing,220.19,1.74,14.4
SPD-00351,CMP-2025-03,2025-06-17,Pinterest,131.66,1.61,15.96
SPD-00352,CMP-2025-03,2025-06-18,Instagram,161.39,2.59,10.82
SPD-00353,CMP-2025-03,2025-06-18,Email Marketing,156.82,1.82,17.79
SPD-00354,CMP-2025-03,2025-06-18,Pinterest,132.97,0.98,18.15
SPD-00355,CMP-2025-03,2025-06-19,Instagram,189.95,1.11,12.91
SPD-00356,CMP-2025-03,2025-06-19,Email Marketing,174.5,1.84,9.16
SPD-00357,CMP-2025-03,2025-06-19,Pinterest,205.65,0.93,11.93
SPD-00358,CMP-2025-03,2025-06-20,Instagram,220.18,2.55,17.62
SPD-00359,CMP-2025-03,2025-06-20,Email Marketing,187.36,1.32,12.03
SPD-00360,CMP-2025-03,2025-06-20,Pinterest,157.18,1.92,12.47
SPD-00361,CMP-2025-03,2025-06-21,Instagram,158.99,2.38,12.87
SPD-00362,CMP-2025-03,2025-06-21,Email Marketing,197.08,2.56,8.91
SPD-00363,CMP-2025-03,2025-06-21,Pinterest,138.07,2.22,9.05
SPD-00364,CMP-2025-03,2025-06-22,Instagram,191.74,2.37,10.66
SPD-00365,CMP-2025-03,2025-06-22,Email Marketing,179.33,1.64,11.88
SPD-00366,CMP-2025-03,2025-06-22,Pinterest,132.84,2.27,13.69
SPD-00367,CMP-2025-03,2025-06-23,Instagram,162.41,1.42,9.13
SPD-00368,CMP-2025-03,2025-06-23,Email Marketing,176.13,2.13,10.56
SPD-00369,CMP-2025-03,2025-06-23,Pinterest,168.68,1.62,9.61
SPD-00370,CMP-2025-03,2025-06-24,Instagram,197.56,2.26,9.11
SPD-00371,CMP-2025-03,2025-06-24,Email Marketing,198.66,1.18,17.99
SPD-00372,CMP-2025-03,2025-06-24,Pinterest,137.89,0.84,10.55
SPD-00373,CMP-2025-03,2025-06-25,Instagram,129.66,1.61,16.98
SPD-00374,CMP-2025-03,2025-06-25,Email Marketing,150.72,2.41,10.58
SPD-00375,CMP-2025-03,2025-06-25,Pinterest,186.77,0.9,10.29
SPD-00376,CMP-2025-03,2025-06-26,Instagram,157.53,2.21,13.69
SPD-00377,CMP-2025-03,2025-06-26,Email Marketing,188.25,2.44,12.74
SPD-00378,CMP-2025-03,2025-06-26,Pinterest,130.3,2.28,14.03
SPD-00379,CMP-2025-03,2025-06-27,Instagram,190.3,2.12,16.49
SPD-00380,CMP-2025-03,2025-06-27,Email Marketing,201.81,0.83,15.61
SPD-00381,CMP-2025-03,2025-06-27,Pinterest,143.62,2.48,17.2
SPD-00382,CMP-2025-03,2025-06-28,Instagram,193.7,2.34,17.65
SPD-00383,CMP-2025-03,2025-06-28,Email Marketing,170.76,1.84,14.7
SPD-00384,CMP-2025-03,2025-06-28,Pinterest,121.7,2.14,8.85
SPD-00385,CMP-2025-03,2025-06-29,Instagram,139.89,2.52,15.09
SPD-00386,CMP-2025-03,2025-06-29,Email Marketing,151.33,1.34,12.03
SPD-00387,CMP-2025-03,2025-06-29,Pinterest,187.61,2.27,11.48
SPD-00388,CMP-2025-03,2025-06-30,Instagram,161.76,1.4,17.95
SPD-00389,CMP-2025-03,2025-06-30,Email Marketing,195.14,1.47,12.95
SPD-00390,CMP-2025-03,2025-06-30,Pinterest,143.22,1.09,13.86
SPD-00391,CMP-2025-04,2025-10-01,Meta Ads,524.41,0.98,17.29
SPD-00392,CMP-2025-04,2025-10-01,Google Shopping,372.63,0.96,16.62
SPD-00393,CMP-2025-04,2025-10-01,YouTube Video Ads,441.69,2.48,8.66
SPD-00394,CMP-2025-04,2025-10-02,Meta Ads,500.76,2.33,14.98
SPD-00395,CMP-2025-04,2025-10-02,Google Shopping,394.75,1.79,16.04
SPD-00396,CMP-2025-04,2025-10-02,YouTube Video Ads,443.0,2.34,9.61
SPD-00397,CMP-2025-04,2025-10-03,Meta Ads,536.31,2.49,12.34
SPD-00398,CMP-2025-04,2025-10-03,Google Shopping,535.84,1.28,13.42
SPD-00399,CMP-2025-04,2025-10-03,YouTube Video Ads,372.33,1.35,14.89
SPD-00400,CMP-2025-04,2025-10-04,Meta Ads,390.36,2.31,16.17
SPD-00401,CMP-2025-04,2025-10-04,Google Shopping,485.28,1.37,15.69
SPD-00402,CMP-2025-04,2025-10-04,YouTube Video Ads,569.25,1.83,10.15
SPD-00403,CMP-2025-04,2025-10-05,Meta Ads,487.0,2.49,12.66
SPD-00404,CMP-2025-04,2025-10-05,Google Shopping,397.05,1.53,15.56
SPD-00405,CMP-2025-04,2025-10-05,YouTube Video Ads,361.72,1.09,11.59
SPD-00406,CMP-2025-04,2025-10-06,Meta Ads,484.91,2.31,17.39
SPD-00407,CMP-2025-04,2025-10-06,Google Shopping,379.03,0.97,11.63
SPD-00408,CMP-2025-04,2025-10-06,YouTube Video Ads,452.72,0.82,8.75
SPD-00409,CMP-2025-04,2025-10-07,Meta Ads,396.78,2.57,15.62
SPD-00410,CMP-2025-04,2025-10-07,Google Shopping,516.12,1.14,16.04
SPD-00411,CMP-2025-04,2025-10-07,YouTube Video Ads,556.44,1.2,14.83
SPD-00412,CMP-2025-04,2025-10-08,Meta Ads,339.2,1.06,9.3
SPD-00413,CMP-2025-04,2025-10-08,Google Shopping,334.47,2.36,18.05
SPD-00414,CMP-2025-04,2025-10-08,YouTube Video Ads,566.23,2.47,9.58
SPD-00415,CMP-2025-04,2025-10-09,Meta Ads,436.44,0.98,10.52
SPD-00416,CMP-2025-04,2025-10-09,Google Shopping,418.87,1.68,12.51
SPD-00417,CMP-2025-04,2025-10-09,YouTube Video Ads,268.48,1.18,14.57
SPD-00418,CMP-2025-04,2025-10-10,Meta Ads,447.59,1.94,14.9
SPD-00419,CMP-2025-04,2025-10-10,Google Shopping,440.06,1.42,9.64
SPD-00420,CMP-2025-04,2025-10-10,YouTube Video Ads,268.46,2.59,11.86
SPD-00421,CMP-2025-04,2025-10-11,Meta Ads,385.76,2.17,13.52
SPD-00422,CMP-2025-04,2025-10-11,Google Shopping,337.13,2.42,12.04
SPD-00423,CMP-2025-04,2025-10-11,YouTube Video Ads,417.97,1.05,8.79
SPD-00424,CMP-2025-04,2025-10-12,Meta Ads,422.76,1.64,14.82
SPD-00425,CMP-2025-04,2025-10-12,Google Shopping,438.52,2.5,12.73
SPD-00426,CMP-2025-04,2025-10-12,YouTube Video Ads,309.56,1.25,17.45
SPD-00427,CMP-2025-04,2025-10-13,Meta Ads,391.12,1.17,10.11
SPD-00428,CMP-2025-04,2025-10-13,Google Shopping,411.44,1.6,12.7
SPD-00429,CMP-2025-04,2025-10-13,YouTube Video Ads,331.08,1.29,14.28
SPD-00430,CMP-2025-04,2025-10-14,Meta Ads,462.44,2.4,12.86
SPD-00431,CMP-2025-04,2025-10-14,Google Shopping,485.2,1.54,10.95
SPD-00432,CMP-2025-04,2025-10-14,YouTube Video Ads,282.53,2.38,14.36
SPD-00433,CMP-2025-04,2025-10-15,Meta Ads,409.86,1.19,10.88
SPD-00434,CMP-2025-04,2025-10-15,Google Shopping,444.69,1.37,9.91
SPD-00435,CMP-2025-04,2025-10-15,YouTube Video Ads,551.72,2.04,8.59
SPD-00436,CMP-2025-04,2025-10-16,Meta Ads,360.43,1.19,10.56
SPD-00437,CMP-2025-04,2025-10-16,Google Shopping,404.2,2.5,15.45
SPD-00438,CMP-2025-04,2025-10-16,YouTube Video Ads,419.11,2.01,16.33
SPD-00439,CMP-2025-04,2025-10-17,Meta Ads,384.78,0.88,13.29
SPD-00440,CMP-2025-04,2025-10-17,Google Shopping,426.97,1.62,9.66
SPD-00441,CMP-2025-04,2025-10-17,YouTube Video Ads,596.2,1.86,14.33
SPD-00442,CMP-2025-04,2025-10-18,Meta Ads,432.03,2.54,9.77
SPD-00443,CMP-2025-04,2025-10-18,Google Shopping,357.48,1.75,13.67
SPD-00444,CMP-2025-04,2025-10-18,YouTube Video Ads,526.7,0.83,11.77
SPD-00445,CMP-2025-04,2025-10-19,Meta Ads,337.3,1.69,16.01
SPD-00446,CMP-2025-04,2025-10-19,Google Shopping,332.0,2.57,11.39
SPD-00447,CMP-2025-04,2025-10-19,YouTube Video Ads,547.08,1.95,13.29
SPD-00448,CMP-2025-04,2025-10-20,Meta Ads,336.61,2.35,18.14
SPD-00449,CMP-2025-04,2025-10-20,Google Shopping,428.76,0.96,10.7
SPD-00450,CMP-2025-04,2025-10-20,YouTube Video Ads,415.03,2.26,15.52
SPD-00451,CMP-2025-04,2025-10-21,Meta Ads,303.51,1.35,8.97
SPD-00452,CMP-2025-04,2025-10-21,Google Shopping,336.29,2.22,15.17
SPD-00453,CMP-2025-04,2025-10-21,YouTube Video Ads,474.38,2.06,12.18
SPD-00454,CMP-2025-04,2025-10-22,Meta Ads,437.42,1.95,17.19
SPD-00455,CMP-2025-04,2025-10-22,Google Shopping,409.5,1.23,13.56
SPD-00456,CMP-2025-04,2025-10-22,YouTube Video Ads,304.13,1.68,13.14
SPD-00457,CMP-2025-04,2025-10-23,Meta Ads,436.01,1.24,16.6
SPD-00458,CMP-2025-04,2025-10-23,Google Shopping,490.51,2.05,16.8
SPD-00459,CMP-2025-04,2025-10-23,YouTube Video Ads,463.21,1.69,9.23
SPD-00460,CMP-2025-04,2025-10-24,Meta Ads,481.08,1.73,15.89
SPD-00461,CMP-2025-04,2025-10-24,Google Shopping,395.49,2.08,17.66
SPD-00462,CMP-2025-04,2025-10-24,YouTube Video Ads,405.62,2.33,14.86
SPD-00463,CMP-2025-04,2025-10-25,Meta Ads,372.63,0.92,12.38
SPD-00464,CMP-2025-04,2025-10-25,Google Shopping,409.86,2.51,15.16
SPD-00465,CMP-2025-04,2025-10-25,YouTube Video Ads,486.1,0.98,14.1
SPD-00466,CMP-2025-04,2025-10-26,Meta Ads,419.92,1.43,13.65
SPD-00467,CMP-2025-04,2025-10-26,Google Shopping,359.22,1.44,13.84
SPD-00468,CMP-2025-04,2025-10-26,YouTube Video Ads,492.7,1.51,10.56
SPD-00469,CMP-2025-04,2025-10-27,Meta Ads,434.47,1.14,10.38
SPD-00470,CMP-2025-04,2025-10-27,Google Shopping,322.98,1.89,11.18
SPD-00471,CMP-2025-04,2025-10-27,YouTube Video Ads,355.43,1.0,13.53
SPD-00472,CMP-2025-04,2025-10-28,Meta Ads,429.69,1.3,13.66
SPD-00473,CMP-2025-04,2025-10-28,Google Shopping,553.26,1.53,15.29
SPD-00474,CMP-2025-04,2025-10-28,YouTube Video Ads,456.53,1.2,12.31
SPD-00475,CMP-2025-04,2025-10-29,Meta Ads,423.02,0.81,11.29
SPD-00476,CMP-2025-04,2025-10-29,Google Shopping,341.6,1.92,17.31
SPD-00477,CMP-2025-04,2025-10-29,YouTube Video Ads,407.89,2.33,15.67
SPD-00478,CMP-2025-04,2025-10-30,Meta Ads,482.71,1.57,14.96
SPD-00479,CMP-2025-04,2025-10-30,Google Shopping,329.3,2.39,17.95
SPD-00480,CMP-2025-04,2025-10-30,YouTube Video Ads,410.14,2.17,10.16
SPD-00481,CMP-2025-04,2025-10-31,Meta Ads,390.23,2.02,8.67
SPD-00482,CMP-2025-04,2025-10-31,Google Shopping,437.07,1.71,10.71
SPD-00483,CMP-2025-04,2025-10-31,YouTube Video Ads,603.75,2.2,15.82
SPD-00484,CMP-2025-04,2025-11-01,Meta Ads,436.57,1.63,10.96
SPD-00485,CMP-2025-04,2025-11-01,Google Shopping,463.51,1.4,11.42
SPD-00486,CMP-2025-04,2025-11-01,YouTube Video Ads,329.27,2.0,13.52
SPD-00487,CMP-2025-04,2025-11-02,Meta Ads,370.7,1.2,12.48
SPD-00488,CMP-2025-04,2025-11-02,Google Shopping,516.74,0.86,11.96
SPD-00489,CMP-2025-04,2025-11-02,YouTube Video Ads,406.97,2.05,14.1
SPD-00490,CMP-2025-04,2025-11-03,Meta Ads,375.89,1.78,14.58
SPD-00491,CMP-2025-04,2025-11-03,Google Shopping,481.43,2.38,18.08
SPD-00492,CMP-2025-04,2025-11-03,YouTube Video Ads,382.45,2.44,10.2
SPD-00493,CMP-2025-04,2025-11-04,Meta Ads,412.92,2.3,15.31
SPD-00494,CMP-2025-04,2025-11-04,Google Shopping,339.84,1.82,16.21
SPD-00495,CMP-2025-04,2025-11-04,YouTube Video Ads,447.81,1.42,16.19
SPD-00496,CMP-2025-04,2025-11-05,Meta Ads,414.24,1.09,13.91
SPD-00497,CMP-2025-04,2025-11-05,Google Shopping,449.89,1.33,9.13
SPD-00498,CMP-2025-04,2025-11-05,YouTube Video Ads,492.68,1.19,12.9
SPD-00499,CMP-2025-04,2025-11-06,Meta Ads,336.16,2.38,9.84
SPD-00500,CMP-2025-04,2025-11-06,Google Shopping,456.75,2.53,13.37
SPD-00501,CMP-2025-04,2025-11-06,YouTube Video Ads,437.0,2.52,13.94
SPD-00502,CMP-2025-04,2025-11-07,Meta Ads,392.46,1.25,17.55
SPD-00503,CMP-2025-04,2025-11-07,Google Shopping,517.29,1.52,12.25
SPD-00504,CMP-2025-04,2025-11-07,YouTube Video Ads,538.69,2.41,17.27
SPD-00505,CMP-2025-04,2025-11-08,Meta Ads,408.47,1.25,15.95
SPD-00506,CMP-2025-04,2025-11-08,Google Shopping,461.39,1.35,10.44
SPD-00507,CMP-2025-04,2025-11-08,YouTube Video Ads,562.24,2.47,11.38
SPD-00508,CMP-2025-04,2025-11-09,Meta Ads,406.27,2.03,13.39
SPD-00509,CMP-2025-04,2025-11-09,Google Shopping,355.52,1.64,11.94
SPD-00510,CMP-2025-04,2025-11-09,YouTube Video Ads,369.2,1.63,17.83
SPD-00511,CMP-2025-04,2025-11-10,Meta Ads,426.61,1.47,14.13
SPD-00512,CMP-2025-04,2025-11-10,Google Shopping,401.24,2.38,17.23
SPD-00513,CMP-2025-04,2025-11-10,YouTube Video Ads,320.34,2.32,9.02
SPD-00514,CMP-2025-04,2025-11-11,Meta Ads,359.65,2.58,11.12
SPD-00515,CMP-2025-04,2025-11-11,Google Shopping,363.51,2.28,14.27
SPD-00516,CMP-2025-04,2025-11-11,YouTube Video Ads,570.75,2.04,13.98
SPD-00517,CMP-2025-04,2025-11-12,Meta Ads,459.88,2.54,13.95
SPD-00518,CMP-2025-04,2025-11-12,Google Shopping,390.45,1.95,17.18
SPD-00519,CMP-2025-04,2025-11-12,YouTube Video Ads,520.39,1.93,10.0
SPD-00520,CMP-2025-04,2025-11-13,Meta Ads,336.27,1.74,17.04
SPD-00521,CMP-2025-04,2025-11-13,Google Shopping,350.98,0.84,9.5
SPD-00522,CMP-2025-04,2025-11-13,YouTube Video Ads,484.15,1.5,13.41
SPD-00523,CMP-2025-04,2025-11-14,Meta Ads,357.01,1.59,14.44
SPD-00524,CMP-2025-04,2025-11-14,Google Shopping,419.85,1.06,9.7
SPD-00525,CMP-2025-04,2025-11-14,YouTube Video Ads,407.76,1.06,8.71
SPD-00526,CMP-2025-04,2025-11-15,Meta Ads,357.54,1.86,9.47
SPD-00527,CMP-2025-04,2025-11-15,Google Shopping,369.71,1.49,11.17
SPD-00528,CMP-2025-04,2025-11-15,YouTube Video Ads,444.02,1.64,16.26
SPD-00529,CMP-2025-05,2025-11-20,Meta Retargeting,214.14,1.98,14.81
SPD-00530,CMP-2025-05,2025-11-20,Google Remarketing,257.35,1.44,17.31
SPD-00531,CMP-2025-05,2025-11-20,SMS,318.09,2.39,9.85
SPD-00532,CMP-2025-05,2025-11-21,Meta Retargeting,350.29,1.72,13.59
SPD-00533,CMP-2025-05,2025-11-21,Google Remarketing,262.42,1.98,9.97
SPD-00534,CMP-2025-05,2025-11-21,SMS,292.41,1.63,13.96
SPD-00535,CMP-2025-05,2025-11-22,Meta Retargeting,348.45,2.53,13.19
SPD-00536,CMP-2025-05,2025-11-22,Google Remarketing,319.8,2.08,10.25
SPD-00537,CMP-2025-05,2025-11-22,SMS,252.17,1.99,13.42
SPD-00538,CMP-2025-05,2025-11-23,Meta Retargeting,230.84,2.12,8.79
SPD-00539,CMP-2025-05,2025-11-23,Google Remarketing,249.17,1.7,14.95
SPD-00540,CMP-2025-05,2025-11-23,SMS,357.36,1.38,15.09
SPD-00541,CMP-2025-05,2025-11-24,Meta Retargeting,261.9,2.55,12.23
SPD-00542,CMP-2025-05,2025-11-24,Google Remarketing,280.55,1.25,9.1
SPD-00543,CMP-2025-05,2025-11-24,SMS,177.55,2.15,8.86
SPD-00544,CMP-2025-05,2025-11-25,Meta Retargeting,240.64,1.95,9.79
SPD-00545,CMP-2025-05,2025-11-25,Google Remarketing,251.15,1.68,10.4
SPD-00546,CMP-2025-05,2025-11-25,SMS,245.02,1.21,15.08
SPD-00547,CMP-2025-05,2025-11-26,Meta Retargeting,282.27,0.86,9.43
SPD-00548,CMP-2025-05,2025-11-26,Google Remarketing,204.14,2.19,8.55
SPD-00549,CMP-2025-05,2025-11-26,SMS,228.83,2.36,14.01
SPD-00550,CMP-2025-05,2025-11-27,Meta Retargeting,242.4,1.7,16.53
SPD-00551,CMP-2025-05,2025-11-27,Google Remarketing,258.76,2.34,17.23
SPD-00552,CMP-2025-05,2025-11-27,SMS,322.4,1.59,16.28
SPD-00553,CMP-2025-05,2025-11-28,Meta Retargeting,273.49,1.77,9.0
SPD-00554,CMP-2025-05,2025-11-28,Google Remarketing,221.37,1.32,16.47
SPD-00555,CMP-2025-05,2025-11-28,SMS,326.03,1.5,16.53
SPD-00556,CMP-2025-05,2025-11-29,Meta Retargeting,276.99,1.36,14.43
SPD-00557,CMP-2025-05,2025-11-29,Google Remarketing,288.09,2.41,13.8
SPD-00558,CMP-2025-05,2025-11-29,SMS,260.02,2.49,14.15
SPD-00559,CMP-2025-05,2025-11-30,Meta Retargeting,204.1,2.27,10.48
SPD-00560,CMP-2025-05,2025-11-30,Google Remarketing,230.88,2.44,15.85
SPD-00561,CMP-2025-05,2025-11-30,SMS,308.31,1.69,9.1
SPD-00562,CMP-2025-05,2025-12-01,Meta Retargeting,246.28,2.13,12.54
SPD-00563,CMP-2025-05,2025-12-01,Google Remarketing,348.4,1.66,17.11
SPD-00564,CMP-2025-05,2025-12-01,SMS,297.32,2.1,9.76
SPD-00565,CMP-2025-05,2025-12-02,Meta Retargeting,311.11,2.48,10.71
SPD-00566,CMP-2025-05,2025-12-02,Google Remarketing,219.17,1.15,16.08
SPD-00567,CMP-2025-05,2025-12-02,SMS,280.9,1.48,14.4
SPD-00568,CMP-2025-05,2025-12-03,Meta Retargeting,283.31,1.01,13.83
SPD-00569,CMP-2025-05,2025-12-03,Google Remarketing,222.13,2.43,14.47
SPD-00570,CMP-2025-05,2025-12-03,SMS,281.15,1.42,11.91
SPD-00571,CMP-2025-05,2025-12-04,Meta Retargeting,297.76,0.88,13.7
SPD-00572,CMP-2025-05,2025-12-04,Google Remarketing,297.13,1.25,16.97
SPD-00573,CMP-2025-05,2025-12-04,SMS,200.48,0.9,9.05
SPD-00574,CMP-2025-05,2025-12-05,Meta Retargeting,259.06,1.98,12.36
SPD-00575,CMP-2025-05,2025-12-05,Google Remarketing,323.15,2.49,9.24
SPD-00576,CMP-2025-05,2025-12-05,SMS,330.11,2.07,10.5
SPD-00577,CMP-2025-05,2025-12-06,Meta Retargeting,261.38,1.24,16.93
SPD-00578,CMP-2025-05,2025-12-06,Google Remarketing,296.37,1.77,11.59
SPD-00579,CMP-2025-05,2025-12-06,SMS,210.58,1.42,9.51
SPD-00580,CMP-2025-05,2025-12-07,Meta Retargeting,308.44,1.8,11.46
SPD-00581,CMP-2025-05,2025-12-07,Google Remarketing,259.72,2.22,15.53
SPD-00582,CMP-2025-05,2025-12-07,SMS,349.46,1.22,8.85
SPD-00583,CMP-2025-05,2025-12-08,Meta Retargeting,310.27,2.54,11.41
SPD-00584,CMP-2025-05,2025-12-08,Google Remarketing,246.91,1.49,16.79
SPD-00585,CMP-2025-05,2025-12-08,SMS,341.89,1.49,8.68
SPD-00586,CMP-2025-05,2025-12-09,Meta Retargeting,223.34,2.49,15.9
SPD-00587,CMP-2025-05,2025-12-09,Google Remarketing,319.96,1.41,15.82
SPD-00588,CMP-2025-05,2025-12-09,SMS,281.33,1.27,16.53
SPD-00589,CMP-2025-05,2025-12-10,Meta Retargeting,314.04,2.15,17.51
SPD-00590,CMP-2025-05,2025-12-10,Google Remarketing,316.84,2.51,13.87
SPD-00591,CMP-2025-05,2025-12-10,SMS,215.56,1.32,17.54
SPD-00592,CMP-2025-05,2025-12-11,Meta Retargeting,348.36,2.59,13.03
SPD-00593,CMP-2025-05,2025-12-11,Google Remarketing,263.39,1.31,17.3
SPD-00594,CMP-2025-05,2025-12-11,SMS,270.82,1.29,15.12
SPD-00595,CMP-2025-05,2025-12-12,Meta Retargeting,212.85,1.98,10.93
SPD-00596,CMP-2025-05,2025-12-12,Google Remarketing,260.02,1.35,8.62
SPD-00597,CMP-2025-05,2025-12-12,SMS,230.76,2.3,14.91
SPD-00598,CMP-2025-05,2025-12-13,Meta Retargeting,247.33,1.54,13.9
SPD-00599,CMP-2025-05,2025-12-13,Google Remarketing,241.87,2.41,9.27
SPD-00600,CMP-2025-05,2025-12-13,SMS,214.03,2.52,13.85
SPD-00601,CMP-2025-05,2025-12-14,Meta Retargeting,236.42,1.98,16.95
SPD-00602,CMP-2025-05,2025-12-14,Google Remarketing,242.74,1.13,14.85
SPD-00603,CMP-2025-05,2025-12-14,SMS,336.26,1.59,13.42
SPD-00604,CMP-2025-05,2025-12-15,Meta Retargeting,251.93,2.33,16.7
SPD-00605,CMP-2025-05,2025-12-15,Google Remarketing,317.45,1.22,8.93
SPD-00606,CMP-2025-05,2025-12-15,SMS,367.82,1.71,9.56
SPD-00607,CMP-2025-05,2025-12-16,Meta Retargeting,247.82,1.31,12.64
SPD-00608,CMP-2025-05,2025-12-16,Google Remarketing,242.24,1.45,14.39
SPD-00609,CMP-2025-05,2025-12-16,SMS,407.25,2.42,17.96
SPD-00610,CMP-2025-05,2025-12-17,Meta Retargeting,224.87,0.99,14.23
SPD-00611,CMP-2025-05,2025-12-17,Google Remarketing,231.29,2.09,11.54
SPD-00612,CMP-2025-05,2025-12-17,SMS,328.24,2.21,15.7
SPD-00613,CMP-2025-05,2025-12-18,Meta Retargeting,314.99,2.52,14.8
SPD-00614,CMP-2025-05,2025-12-18,Google Remarketing,337.34,1.82,18.13
SPD-00615,CMP-2025-05,2025-12-18,SMS,202.82,1.93,18.18
SPD-00616,CMP-2025-05,2025-12-19,Meta Retargeting,315.46,1.37,13.55
SPD-00617,CMP-2025-05,2025-12-19,Google Remarketing,260.4,2.44,14.08
SPD-00618,CMP-2025-05,2025-12-19,SMS,313.87,2.24,11.69
SPD-00619,CMP-2025-05,2025-12-20,Meta Retargeting,340.7,0.94,12.48
SPD-00620,CMP-2025-05,2025-12-20,Google Remarketing,294.95,1.45,9.24
SPD-00621,CMP-2025-05,2025-12-20,SMS,228.32,1.21,13.2
SPD-00622,CMP-2025-05,2025-12-21,Meta Retargeting,357.25,2.0,15.04
SPD-00623,CMP-2025-05,2025-12-21,Google Remarketing,319.95,1.41,16.22
SPD-00624,CMP-2025-05,2025-12-21,SMS,243.77,1.54,9.64
SPD-00625,CMP-2025-05,2025-12-22,Meta Retargeting,243.02,1.55,10.12
SPD-00626,CMP-2025-05,2025-12-22,Google Remarketing,273.86,1.65,15.4
SPD-00627,CMP-2025-05,2025-12-22,SMS,225.82,2.37,9.48
SPD-00628,CMP-2025-05,2025-12-23,Meta Retargeting,261.2,1.03,12.6
SPD-00629,CMP-2025-05,2025-12-23,Google Remarketing,294.98,1.33,10.84
SPD-00630,CMP-2025-05,2025-12-23,SMS,264.14,2.28,11.77
SPD-00631,CMP-2025-05,2025-12-24,Meta Retargeting,280.14,1.94,17.33
SPD-00632,CMP-2025-05,2025-12-24,Google Remarketing,260.27,2.16,12.73
SPD-00633,CMP-2025-05,2025-12-24,SMS,171.83,2.12,15.29
SPD-00634,CMP-2025-05,2025-12-25,Meta Retargeting,252.9,1.62,15.04
SPD-00635,CMP-2025-05,2025-12-25,Google Remarketing,226.31,2.1,10.21
SPD-00636,CMP-2025-05,2025-12-25,SMS,252.26,2.19,11.21
