order_id,customer_id,order_date,subtotal,discount_amount,tax,shipping,total_revenue,order_status
ORD-00693,CUST-0637,2025-02-12 11:00:00,149.0,0.0,11.92,0.0,160.92,Completed
ORD-00694,CUST-1150,2025-10-15 18:00:00,69.0,10.35,4.69,12.0,75.34,Completed
ORD-00695,CUST-0897,2025-03-22 21:00:00,138.0,27.6,8.83,0.0,119.23,Completed
ORD-00696,CUST-0080,2025-08-18 11:00:00,176.0,0.0,14.08,0.0,190.08,Completed
ORD-00697,CUST-0652,2025-07-15 22:00:00,149.0,0.0,11.92,0.0,160.92,Completed
ORD-00698,CUST-0678,2025-10-29 22:00:00,208.0,0.0,16.64,0.0,224.64,Completed
ORD-00699,CUST-0746,2025-03-23 11:00:00,599.0,0.0,47.92,0.0,646.92,Completed
ORD-00700,CUST-0683,2025-06-16 09:00:00,648.0,0.0,51.84,0.0,699.84,Completed
ORD-00701,CUST-0479,2025-01-16 15:00:00,1027.0,205.4,65.73,0.0,887.33,Completed
ORD-00702,CUST-0797,2025-03-11 18:00:00,79.0,7.9,5.69,12.0,88.79,Completed
ORD-00703,CUST-0646,2025-05-18 19:00:00,568.0,0.0,45.44,0.0,613.44,Completed
ORD-00704,CUST-1159,2025-01-10 10:00:00,948.0,94.8,68.26,0.0,921.46,Completed
ORD-00705,CUST-0711,2025-12-02 18:00:00,79.0,0.0,6.32,12.0,97.32,Completed
ORD-00706,CUST-0898,2025-10-07 20:00:00,217.0,32.55,14.76,0.0,199.21,Completed
ORD-00707,CUST-0058,2025-12-08 20:00:00,183.0,0.0,14.64,0.0,197.64,Completed
ORD-00708,CUST-0417,2025-11-27 08:00:00,817.0,0.0,65.36,0.0,882.36,Completed
ORD-00709,CUST-0148,2025-11-26 11:00:00,298.0,44.7,20.26,0.0,273.56,Completed
ORD-00710,CUST-0709,2025-05-05 22:00:00,228.0,0.0,18.24,0.0,246.24,Completed
ORD-00711,CUST-0069,2025-11-06 17:00:00,129.0,0.0,10.32,0.0,139.32,Completed
ORD-00712,CUST-0151,2025-10-31 12:00:00,88.0,8.8,6.34,12.0,97.54,Completed
ORD-00713,CUST-0397,2025-06-03 17:00:00,767.0,76.7,55.22,0.0,745.52,Completed
ORD-00714,CUST-0685,2025-03-11 18:00:00,178.0,26.7,12.1,0.0,163.4,Completed
ORD-00715,CUST-0523,2025-10-12 12:00:00,69.0,0.0,5.52,12.0,86.52,Completed
ORD-00716,CUST-0383,2025-11-29 11:00:00,349.0,0.0,27.92,0.0,376.92,Completed
ORD-00717,CUST-1171,2025-11-13 08:00:00,29.0,5.8,1.86,12.0,37.06,Completed
ORD-00718,CUST-1046,2025-01-19 22:00:00,89.0,0.0,7.12,12.0,108.12,Completed
ORD-00719,CUST-0577,2025-06-21 22:00:00,79.0,0.0,6.32,12.0,97.32,Completed
ORD-00720,CUST-1113,2025-12-01 09:00:00,129.0,25.8,8.26,0.0,111.46,Completed
ORD-00721,CUST-0096,2025-03-27 18:00:00,208.0,0.0,16.64,0.0,224.64,Completed
ORD-00722,CUST-0524,2025-10-02 19:00:00,477.0,0.0,38.16,0.0,515.16,Completed
ORD-00723,CUST-0371,2025-03-07 18:00:00,158.0,0.0,12.64,0.0,170.64,Completed
ORD-00724,CUST-1070,2025-10-01 18:00:00,349.0,34.9,25.13,0.0,339.23,Completed
ORD-00725,CUST-1097,2025-12-25 09:00:00,79.0,15.8,5.06,12.0,80.26,Completed
ORD-00726,CUST-0964,2025-02-03 16:00:00,158.0,31.6,10.11,0.0,136.51,Completed
ORD-00727,CUST-1096,2025-12-25 17:00:00,336.0,0.0,26.88,0.0,362.88,Completed
ORD-00728,CUST-1043,2025-05-18 18:00:00,49.0,4.9,3.53,12.0,59.63,Completed
ORD-00729,CUST-0003,2025-12-03 17:00:00,70.0,7.0,5.04,12.0,80.04,Completed
ORD-00730,CUST-0278,2025-03-04 12:00:00,118.0,11.8,8.5,0.0,114.7,Completed
ORD-00731,CUST-0270,2025-09-26 19:00:00,193.0,0.0,15.44,0.0,208.44,Completed
ORD-00732,CUST-0027,2025-03-04 12:00:00,149.0,29.8,9.54,0.0,128.74,Completed
ORD-00733,CUST-1020,2025-04-14 22:00:00,748.0,0.0,59.84,0.0,807.84,Completed
ORD-00734,CUST-0834,2025-03-01 18:00:00,148.0,0.0,11.84,0.0,159.84,Completed
ORD-00735,CUST-1101,2025-01-11 18:00:00,527.0,52.7,37.94,0.0,512.24,Completed
ORD-00736,CUST-1193,2025-09-29 11:00:00,89.0,0.0,7.12,12.0,108.12,Completed
ORD-00737,CUST-1109,2025-02-04 17:00:00,149.0,0.0,11.92,0.0,160.92,Completed
ORD-00738,CUST-0416,2025-08-03 15:00:00,79.0,0.0,6.32,12.0,97.32,Completed
ORD-00739,CUST-0755,2025-08-02 21:00:00,599.0,0.0,47.92,0.0,646.92,Completed
ORD-00740,CUST-0807,2025-02-13 17:00:00,79.0,0.0,6.32,12.0,97.32,Completed
ORD-00741,CUST-0522,2025-02-07 14:00:00,168.0,25.2,11.42,0.0,154.22,Completed
ORD-00742,CUST-0018,2025-12-14 10:00:00,149.0,29.8,9.54,0.0,128.74,Completed
ORD-00743,CUST-0241,2025-03-17 11:00:00,157.0,0.0,12.56,0.0,169.56,Completed
ORD-00744,CUST-1094,2025-11-01 18:00:00,278.0,0.0,22.24,0.0,300.24,Completed
ORD-00745,CUST-0174,2025-12-14 12:00:00,79.0,7.9,5.69,12.0,88.79,Completed
ORD-00746,CUST-0577,2025-04-06 22:00:00,108.0,0.0,8.64,0.0,116.64,Completed
ORD-00747,CUST-0415,2025-01-18 20:00:00,49.0,0.0,3.92,12.0,64.92,Completed
ORD-00748,CUST-1084,2025-02-02 19:00:00,59.0,11.8,3.78,12.0,62.98,Completed
ORD-00749,CUST-1155,2025-10-22 20:00:00,187.0,28.05,12.72,0.0,171.67,Completed
ORD-00750,CUST-0409,2025-03-28 13:00:00,69.0,13.8,4.42,12.0,71.62,Completed
ORD-00751,CUST-0131,2025-05-23 09:00:00,79.0,0.0,6.32,12.0,97.32,Completed
ORD-00752,CUST-1173,2025-12-09 16:00:00,278.0,41.7,18.9,0.0,255.2,Completed
ORD-00753,CUST-1180,2025-06-12 10:00:00,118.0,17.7,8.02,0.0,108.32,Completed
ORD-00754,CUST-0280,2025-11-27 12:00:00,717.0,71.7,51.62,0.0,696.92,Completed
ORD-00755,CUST-0851,2025-06-04 20:00:00,599.0,0.0,47.92,0.0,646.92,Completed
ORD-00756,CUST-0846,2025-10-15 09:00:00,35.0,0.0,2.8,12.0,49.8,Completed
ORD-00757,CUST-1016,2025-07-02 22:00:00,79.0,0.0,6.32,12.0,97.32,Completed
ORD-00758,CUST-0915,2025-12-07 13:00:00,104.0,20.8,6.66,0.0,89.86,Completed
ORD-00759,CUST-0532,2025-10-04 09:00:00,683.0,68.3,49.18,0.0,663.88,Completed
ORD-00760,CUST-0456,2025-08-25 15:00:00,79.0,0.0,6.32,12.0,97.32,Completed
ORD-00761,CUST-0400,2025-01-27 22:00:00,1198.0,179.7,81.46,0.0,1099.76,Completed
ORD-00762,CUST-0313,2025-10-02 09:00:00,157.0,0.0,12.56,0.0,169.56,Completed
ORD-00763,CUST-0312,2025-03-09 09:00:00,89.0,0.0,7.12,12.0,108.12,Completed
ORD-00764,CUST-0617,2025-11-27 20:00:00,35.0,7.0,2.24,12.0,42.24,Completed
ORD-00765,CUST-0337,2025-04-12 09:00:00,49.0,0.0,3.92,12.0,64.92,Completed
ORD-00766,CUST-0801,2025-01-21 17:00:00,89.0,13.35,6.05,12.0,93.7,Completed
ORD-00767,CUST-0722,2025-12-04 18:00:00,149.0,0.0,11.92,0.0,160.92,Completed
ORD-00768,CUST-0907,2025-12-02 22:00:00,149.0,22.35,10.13,0.0,136.78,Completed
ORD-00769,CUST-0971,2025-03-23 11:00:00,29.0,0.0,2.32,12.0,43.32,Completed
ORD-00770,CUST-0962,2025-02-14 15:00:00,59.0,0.0,4.72,12.0,75.72,Completed
ORD-00771,CUST-1036,2025-04-13 14:00:00,149.0,0.0,11.92,0.0,160.92,Completed
ORD-00772,CUST-0726,2025-12-04 22:00:00,149.0,29.8,9.54,0.0,128.74,Completed
ORD-00773,CUST-0891,2025-05-15 16:00:00,148.0,0.0,11.84,0.0,159.84,Completed
ORD-00774,CUST-0269,2025-04-14 10:00:00,677.0,67.7,48.74,0.0,658.04,Completed
ORD-00775,CUST-0709,2025-11-29 19:00:00,233.0,23.3,16.78,0.0,226.48,Completed
ORD-00776,CUST-0692,2025-02-03 11:00:00,148.0,0.0,11.84,0.0,159.84,Completed
ORD-00777,CUST-0557,2025-10-18 09:00:00,35.0,5.25,2.38,12.0,44.13,Completed
ORD-00778,CUST-0250,2025-05-24 08:00:00,278.0,41.7,18.9,0.0,255.2,Completed
ORD-00779,CUST-0818,2025-11-12 13:00:00,658.0,0.0,52.64,0.0,710.64,Completed
ORD-00780,CUST-0357,2025-12-04 09:00:00,49.0,0.0,3.92,12.0,64.92,Completed
ORD-00781,CUST-0159,2025-06-05 14:00:00,557.0,111.4,35.65,0.0,481.25,Completed
ORD-00782,CUST-0733,2025-01-31 15:00:00,737.0,0.0,58.96,0.0,795.96,Completed
ORD-00783,CUST-0031,2025-10-07 10:00:00,218.0,21.8,15.7,0.0,211.9,Completed
ORD-00784,CUST-0881,2025-11-14 14:00:00,129.0,0.0,10.32,0.0,139.32,Completed
ORD-00785,CUST-1072,2025-01-20 14:00:00,158.0,15.8,11.38,0.0,153.58,Completed
ORD-00786,CUST-0271,2025-11-13 20:00:00,79.0,15.8,5.06,12.0,80.26,Completed
ORD-00787,CUST-1116,2025-04-10 22:00:00,118.0,23.6,7.55,0.0,101.95,Completed
ORD-00788,CUST-0674,2025-02-11 18:00:00,114.0,0.0,9.12,0.0,123.12,Completed
ORD-00789,CUST-0325,2025-02-01 21:00:00,129.0,19.35,8.77,0.0,118.42,Completed
ORD-00790,CUST-1154,2025-06-14 08:00:00,29.0,4.35,1.97,12.0,38.62,Completed
ORD-00791,CUST-0634,2025-11-01 14:00:00,79.0,11.85,5.37,12.0,84.52,Completed
ORD-00792,CUST-0183,2025-03-25 22:00:00,599.0,89.85,40.73,0.0,549.88,Completed
ORD-00793,CUST-0068,2025-03-23 13:00:00,79.0,11.85,5.37,12.0,84.52,Completed
ORD-00794,CUST-1158,2025-03-30 15:00:00,35.0,5.25,2.38,12.0,44.13,Completed
ORD-00795,CUST-0282,2025-10-15 13:00:00,79.0,0.0,6.32,12.0,97.32,Completed
ORD-00796,CUST-0368,2025-01-20 16:00:00,198.0,29.7,13.46,0.0,181.76,Completed
ORD-00797,CUST-0594,2025-11-14 21:00:00,158.0,0.0,12.64,0.0,170.64,Completed
ORD-00798,CUST-0848,2025-03-20 13:00:00,158.0,0.0,12.64,0.0,170.64,Completed
ORD-00799,CUST-0626,2025-11-06 22:00:00,158.0,15.8,11.38,0.0,153.58,Completed
ORD-00800,CUST-1178,2025-07-29 12:00:00,64.0,0.0,5.12,12.0,81.12,Completed
ORD-00801,CUST-0673,2025-04-08 19:00:00,168.0,25.2,11.42,0.0,154.22,Completed
ORD-00802,CUST-0205,2025-01-10 22:00:00,149.0,29.8,9.54,0.0,128.74,Completed
ORD-00803,CUST-0089,2025-06-17 13:00:00,208.0,20.8,14.98,0.0,202.18,Completed
ORD-00804,CUST-0258,2025-01-12 12:00:00,478.0,0.0,38.24,0.0,516.24,Completed
ORD-00805,CUST-0057,2025-05-21 10:00:00,59.0,11.8,3.78,12.0,62.98,Completed
ORD-00806,CUST-0730,2025-12-15 11:00:00,35.0,7.0,2.24,12.0,42.24,Completed
ORD-00807,CUST-0005,2025-10-06 22:00:00,177.0,35.4,11.33,0.0,152.93,Completed
ORD-00808,CUST-0454,2025-04-04 16:00:00,89.0,8.9,6.41,12.0,98.51,Completed
ORD-00809,CUST-0391,2025-03-22 22:00:00,69.0,0.0,5.52,12.0,86.52,Completed
ORD-00810,CUST-0376,2025-04-11 09:00:00,128.0,25.6,8.19,0.0,110.59,Completed
ORD-00811,CUST-1107,2025-01-17 16:00:00,148.0,0.0,11.84,0.0,159.84,Completed
ORD-00812,CUST-0103,2025-02-10 15:00:00,69.0,0.0,5.52,12.0,86.52,Completed
ORD-00813,CUST-0619,2025-05-18 10:00:00,158.0,15.8,11.38,0.0,153.58,Completed
ORD-00814,CUST-0332,2025-11-09 12:00:00,149.0,0.0,11.92,0.0,160.92,Completed
ORD-00815,CUST-0690,2025-03-23 11:00:00,767.0,0.0,61.36,0.0,828.36,Completed
ORD-00816,CUST-0221,2025-01-24 08:00:00,59.0,0.0,4.72,12.0,75.72,Completed
ORD-00817,CUST-0877,2025-07-06 22:00:00,59.0,0.0,4.72,12.0,75.72,Completed
ORD-00818,CUST-0712,2025-06-11 11:00:00,35.0,0.0,2.8,12.0,49.8,Completed
ORD-00819,CUST-0115,2025-03-15 19:00:00,59.0,0.0,4.72,12.0,75.72,Completed
ORD-00820,CUST-0444,2025-03-03 10:00:00,79.0,0.0,6.32,12.0,97.32,Completed
ORD-00821,CUST-0187,2025-03-11 18:00:00,79.0,15.8,5.06,12.0,80.26,Completed
ORD-00822,CUST-0531,2025-12-19 19:00:00,35.0,5.25,2.38,12.0,44.13,Completed
ORD-00823,CUST-0534,2025-12-01 22:00:00,29.0,5.8,1.86,12.0,37.06,Completed
ORD-00824,CUST-0316,2025-08-29 18:00:00,349.0,0.0,27.92,0.0,376.92,Completed
ORD-00825,CUST-0649,2025-12-11 14:00:00,138.0,13.8,9.94,0.0,134.14,Completed
ORD-00826,CUST-0507,2025-03-29 17:00:00,349.0,0.0,27.92,0.0,376.92,Completed
ORD-00827,CUST-0245,2025-11-22 11:00:00,49.0,0.0,3.92,12.0,64.92,Completed
ORD-00828,CUST-0152,2025-02-10 12:00:00,89.0,13.35,6.05,12.0,93.7,Completed
ORD-00829,CUST-0213,2025-12-06 19:00:00,79.0,0.0,6.32,12.0,97.32,Completed
ORD-00830,CUST-1012,2025-03-10 22:00:00,207.0,31.05,14.08,0.0,190.03,Completed
ORD-00831,CUST-0593,2025-02-03 10:00:00,217.0,21.7,15.62,0.0,210.92,Completed
ORD-00832,CUST-0400,2025-01-01 19:00:00,69.0,0.0,5.52,12.0,86.52,Completed
ORD-00833,CUST-0907,2025-01-10 12:00:00,158.0,0.0,12.64,0.0,170.64,Completed
ORD-00834,CUST-0025,2025-01-20 08:00:00,129.0,19.35,8.77,0.0,118.42,Completed
ORD-00835,CUST-0147,2025-05-27 20:00:00,98.0,19.6,6.27,12.0,96.67,Completed
ORD-00836,CUST-0875,2025-03-11 22:00:00,69.0,13.8,4.42,12.0,71.62,Completed
ORD-00837,CUST-0972,2025-03-11 22:00:00,698.0,104.7,47.46,0.0,640.76,Completed
ORD-00838,CUST-1112,2025-11-28 08:00:00,98.0,9.8,7.06,12.0,107.26,Completed
ORD-00839,CUST-0586,2025-06-10 11:00:00,35.0,7.0,2.24,12.0,42.24,Completed
ORD-00840,CUST-0477,2025-11-12 19:00:00,79.0,7.9,5.69,12.0,88.79,Completed
ORD-00841,CUST-0088,2025-01-31 18:00:00,599.0,89.85,40.73,0.0,549.88,Completed
ORD-00842,CUST-0199,2025-01-24 18:00:00,648.0,64.8,46.66,0.0,629.86,Completed
ORD-00843,CUST-0322,2025-01-21 21:00:00,428.0,0.0,34.24,0.0,462.24,Completed
ORD-00844,CUST-0763,2025-11-04 14:00:00,599.0,0.0,47.92,0.0,646.92,Completed
ORD-00845,CUST-1088,2025-12-24 08:00:00,69.0,0.0,5.52,12.0,86.52,Completed
ORD-00846,CUST-0088,2025-04-01 17:00:00,29.0,0.0,2.32,12.0,43.32,Completed
ORD-00847,CUST-0643,2025-11-10 14:00:00,69.0,0.0,5.52,12.0,86.52,Completed
ORD-00848,CUST-0892,2025-04-22 12:00:00,149.0,0.0,11.92,0.0,160.92,Completed
ORD-00849,CUST-0894,2025-04-02 09:00:00,69.0,0.0,5.52,12.0,86.52,Completed
ORD-00850,CUST-0094,2025-12-06 16:00:00,49.0,0.0,3.92,12.0,64.92,Completed
ORD-00851,CUST-0185,2025-12-18 10:00:00,158.0,23.7,10.74,0.0,145.04,Completed
ORD-00852,CUST-1179,2025-01-20 16:00:00,49.0,0.0,3.92,12.0,64.92,Completed
ORD-00853,CUST-0450,2025-08-05 14:00:00,648.0,0.0,51.84,0.0,699.84,Completed
ORD-00854,CUST-0403,2025-10-04 13:00:00,178.0,0.0,14.24,0.0,192.24,Completed
ORD-00855,CUST-0008,2025-01-30 20:00:00,147.0,14.7,10.58,0.0,142.88,Completed
ORD-00856,CUST-0856,2025-11-12 10:00:00,129.0,0.0,10.32,0.0,139.32,Completed
ORD-00857,CUST-0886,2025-10-28 22:00:00,327.0,65.4,20.93,0.0,282.53,Completed
ORD-00858,CUST-0418,2025-10-27 22:00:00,698.0,139.6,44.67,0.0,603.07,Completed
ORD-00859,CUST-0363,2025-01-25 14:00:00,349.0,0.0,27.92,0.0,376.92,Completed
ORD-00860,CUST-0389,2025-11-30 11:00:00,35.0,3.5,2.52,12.0,46.02,Completed
ORD-00861,CUST-0716,2025-08-25 19:00:00,98.0,0.0,7.84,12.0,117.84,Completed
ORD-00862,CUST-0041,2025-11-01 14:00:00,35.0,3.5,2.52,12.0,46.02,Completed
ORD-00863,CUST-0013,2025-12-23 09:00:00,349.0,69.8,22.34,0.0,301.54,Completed
ORD-00864,CUST-0911,2025-03-01 15:00:00,158.0,0.0,12.64,0.0,170.64,Completed
ORD-00865,CUST-0506,2025-06-06 18:00:00,35.0,3.5,2.52,12.0,46.02,Completed
ORD-00866,CUST-0801,2025-11-04 14:00:00,79.0,0.0,6.32,12.0,97.32,Completed
ORD-00867,CUST-0284,2025-03-20 17:00:00,149.0,14.9,10.73,0.0,144.83,Completed
ORD-00868,CUST-0559,2025-02-07 19:00:00,79.0,11.85,5.37,12.0,84.52,Completed
ORD-00869,CUST-0974,2025-12-16 14:00:00,59.0,11.8,3.78,12.0,62.98,Completed
ORD-00870,CUST-0993,2025-02-14 20:00:00,128.0,19.2,8.7,0.0,117.5,Completed
ORD-00871,CUST-0831,2025-12-02 20:00:00,418.0,83.6,26.75,0.0,361.15,Completed
ORD-00872,CUST-1063,2025-06-25 11:00:00,78.0,0.0,6.24,12.0,96.24,Completed
ORD-00873,CUST-1197,2025-06-02 13:00:00,184.0,0.0,14.72,0.0,198.72,Completed
ORD-00874,CUST-0670,2025-03-02 21:00:00,298.0,0.0,23.84,0.0,321.84,Completed
ORD-00875,CUST-0081,2025-06-19 17:00:00,69.0,10.35,4.69,12.0,75.34,Completed
ORD-00876,CUST-0735,2025-03-01 16:00:00,35.0,5.25,2.38,12.0,44.13,Completed
ORD-00877,CUST-0989,2025-12-25 11:00:00,98.0,14.7,6.66,12.0,101.96,Completed
ORD-00878,CUST-0852,2025-05-02 08:00:00,737.0,0.0,58.96,0.0,795.96,Completed
ORD-00879,CUST-0800,2025-07-26 09:00:00,79.0,0.0,6.32,12.0,97.32,Completed
ORD-00880,CUST-0199,2025-12-02 21:00:00,233.0,0.0,18.64,0.0,251.64,Completed
ORD-00881,CUST-0243,2025-03-27 22:00:00,948.0,142.2,64.46,0.0,870.26,Completed
ORD-00882,CUST-0252,2025-06-02 12:00:00,158.0,31.6,10.11,0.0,136.51,Completed
ORD-00883,CUST-0992,2025-06-11 16:00:00,228.0,22.8,16.42,0.0,221.62,Completed
ORD-00884,CUST-0259,2025-06-23 17:00:00,129.0,12.9,9.29,0.0,125.39,Completed
ORD-00885,CUST-0371,2025-01-31 11:00:00,153.0,30.6,9.79,0.0,132.19,Completed
ORD-00886,CUST-0797,2025-06-27 20:00:00,89.0,13.35,6.05,12.0,93.7,Completed
ORD-00887,CUST-0350,2025-04-04 11:00:00,218.0,0.0,17.44,0.0,235.44,Completed
ORD-00888,CUST-0341,2025-11-02 08:00:00,427.0,0.0,34.16,0.0,461.16,Completed
ORD-00889,CUST-0140,2025-08-30 11:00:00,149.0,0.0,11.92,0.0,160.92,Completed
ORD-00890,CUST-0555,2025-12-05 17:00:00,108.0,16.2,7.34,0.0,99.14,Completed
ORD-00891,CUST-0349,2025-05-23 19:00:00,29.0,4.35,1.97,12.0,38.62,Completed
ORD-00892,CUST-0173,2025-01-31 22:00:00,35.0,5.25,2.38,12.0,44.13,Completed
ORD-00893,CUST-0190,2025-10-20 12:00:00,89.0,8.9,6.41,12.0,98.51,Completed
ORD-00894,CUST-0610,2025-12-08 09:00:00,49.0,9.8,3.14,12.0,54.34,Completed
ORD-00895,CUST-0409,2025-12-03 08:00:00,29.0,2.9,2.09,12.0,40.19,Completed
ORD-00896,CUST-0400,2025-03-27 09:00:00,124.0,12.4,8.93,0.0,120.53,Completed
ORD-00897,CUST-0875,2025-09-20 15:00:00,378.0,0.0,30.24,0.0,408.24,Completed
ORD-00898,CUST-1113,2025-01-28 21:00:00,79.0,11.85,5.37,12.0,84.52,Completed
ORD-00899,CUST-0372,2025-06-10 13:00:00,79.0,15.8,5.06,12.0,80.26,Completed
ORD-00900,CUST-1049,2025-11-26 13:00:00,138.0,27.6,8.83,0.0,119.23,Completed
ORD-00901,CUST-0180,2025-08-15 19:00:00,129.0,0.0,10.32,0.0,139.32,Completed
ORD-00902,CUST-0134,2025-04-25 11:00:00,138.0,0.0,11.04,0.0,149.04,Completed
ORD-00903,CUST-0881,2025-05-18 17:00:00,599.0,0.0,47.92,0.0,646.92,Completed
ORD-00904,CUST-0099,2025-12-11 15:00:00,89.0,13.35,6.05,12.0,93.7,Completed
ORD-00905,CUST-0336,2025-02-13 17:00:00,118.0,17.7,8.02,0.0,108.32,Completed
ORD-00906,CUST-1054,2025-06-02 17:00:00,58.0,0.0,4.64,12.0,74.64,Completed
ORD-00907,CUST-0760,2025-09-09 13:00:00,29.0,0.0,2.32,12.0,43.32,Completed
ORD-00908,CUST-0106,2025-02-07 19:00:00,70.0,0.0,5.6,12.0,87.6,Completed
ORD-00909,CUST-0282,2025-12-02 18:00:00,457.0,68.55,31.08,0.0,419.53,Completed
ORD-00910,CUST-0538,2025-02-20 20:00:00,347.0,0.0,27.76,0.0,374.76,Completed
ORD-00911,CUST-1072,2025-09-25 09:00:00,89.0,0.0,7.12,12.0,108.12,Completed
ORD-00912,CUST-0430,2025-06-11 21:00:00,89.0,17.8,5.7,12.0,88.9,Completed
ORD-00913,CUST-1104,2025-06-20 08:00:00,228.0,22.8,16.42,0.0,221.62,Completed
ORD-00914,CUST-0216,2025-11-23 13:00:00,258.0,25.8,18.58,0.0,250.78,Completed
ORD-00915,CUST-0453,2025-07-11 09:00:00,599.0,0.0,47.92,0.0,646.92,Completed
ORD-00916,CUST-0952,2025-01-07 20:00:00,948.0,0.0,75.84,0.0,1023.84,Completed
ORD-00917,CUST-1198,2025-04-04 10:00:00,70.0,10.5,4.76,12.0,76.26,Completed
ORD-00918,CUST-0249,2025-10-03 17:00:00,137.0,0.0,10.96,0.0,147.96,Completed
ORD-00919,CUST-0088,2025-01-18 12:00:00,218.0,43.6,13.95,0.0,188.35,Completed
ORD-00920,CUST-0422,2025-10-09 22:00:00,108.0,16.2,7.34,0.0,99.14,Completed
ORD-00921,CUST-0496,2025-01-31 19:00:00,129.0,0.0,10.32,0.0,139.32,Completed
ORD-00922,CUST-0598,2025-03-06 18:00:00,168.0,25.2,11.42,0.0,154.22,Completed
ORD-00923,CUST-0237,2025-05-30 14:00:00,118.0,0.0,9.44,0.0,127.44,Completed
ORD-00924,CUST-0325,2025-11-11 14:00:00,89.0,0.0,7.12,12.0,108.12,Completed
ORD-00925,CUST-0774,2025-05-12 09:00:00,217.0,0.0,17.36,0.0,234.36,Completed
ORD-00926,CUST-0420,2025-06-10 21:00:00,158.0,0.0,12.64,0.0,170.64,Completed
ORD-00927,CUST-0387,2025-11-20 10:00:00,149.0,14.9,10.73,0.0,144.83,Completed
ORD-00928,CUST-0865,2025-11-26 12:00:00,69.0,6.9,4.97,12.0,79.07,Completed
ORD-00929,CUST-0650,2025-01-12 17:00:00,59.0,0.0,4.72,12.0,75.72,Completed
ORD-00930,CUST-0008,2025-04-02 16:00:00,186.0,18.6,13.39,0.0,180.79,Completed
ORD-00931,CUST-0674,2025-10-09 21:00:00,138.0,0.0,11.04,0.0,149.04,Completed
ORD-00932,CUST-0871,2025-10-14 09:00:00,1267.0,0.0,101.36,0.0,1368.36,Completed
ORD-00933,CUST-1032,2025-02-03 16:00:00,35.0,0.0,2.8,12.0,49.8,Completed
ORD-00934,CUST-1049,2025-03-14 14:00:00,658.0,0.0,52.64,0.0,710.64,Completed
ORD-00935,CUST-0026,2025-02-01 11:00:00,748.0,112.2,50.86,0.0,686.66,Completed
ORD-00936,CUST-0542,2025-01-21 22:00:00,298.0,0.0,23.84,0.0,321.84,Completed
ORD-00937,CUST-0477,2025-11-09 08:00:00,149.0,0.0,11.92,0.0,160.92,Completed
ORD-00938,CUST-0573,2025-02-10 19:00:00,79.0,11.85,5.37,12.0,84.52,Completed
ORD-00939,CUST-0761,2025-05-03 21:00:00,79.0,0.0,6.32,12.0,97.32,Completed
ORD-00940,CUST-0296,2025-06-18 15:00:00,49.0,4.9,3.53,12.0,59.63,Completed
ORD-00941,CUST-0799,2025-10-22 14:00:00,79.0,0.0,6.32,12.0,97.32,Completed
ORD-00942,CUST-1016,2025-03-15 10:00:00,49.0,0.0,3.92,12.0,64.92,Completed
ORD-00943,CUST-0439,2025-01-16 16:00:00,89.0,17.8,5.7,12.0,88.9,Completed
ORD-00944,CUST-0204,2025-03-04 15:00:00,49.0,0.0,3.92,12.0,64.92,Completed
ORD-00945,CUST-0311,2025-01-17 17:00:00,307.0,0.0,24.56,0.0,331.56,Completed
ORD-00946,CUST-0278,2025-05-27 14:00:00,599.0,119.8,38.34,0.0,517.54,Completed
ORD-00947,CUST-0642,2025-02-10 11:00:00,648.0,129.6,41.47,0.0,559.87,Completed
ORD-00948,CUST-0184,2025-02-07 10:00:00,129.0,25.8,8.26,0.0,111.46,Completed
ORD-00949,CUST-0155,2025-10-10 10:00:00,148.0,29.6,9.47,0.0,127.87,Completed
ORD-00950,CUST-0228,2025-11-24 15:00:00,129.0,12.9,9.29,0.0,125.39,Completed
ORD-00951,CUST-0462,2025-05-31 21:00:00,35.0,0.0,2.8,12.0,49.8,Completed
ORD-00952,CUST-0296,2025-04-07 12:00:00,98.0,0.0,7.84,12.0,117.84,Completed
ORD-00953,CUST-1195,2025-10-31 22:00:00,35.0,5.25,2.38,12.0,44.13,Completed
ORD-00954,CUST-0647,2025-03-31 14:00:00,69.0,0.0,5.52,12.0,86.52,Completed
ORD-00955,CUST-0275,2025-06-28 13:00:00,599.0,0.0,47.92,0.0,646.92,Completed
ORD-00956,CUST-1178,2025-06-18 17:00:00,129.0,25.8,8.26,0.0,111.46,Completed
ORD-00957,CUST-0585,2025-10-02 22:00:00,29.0,0.0,2.32,12.0,43.32,Completed
ORD-00958,CUST-0260,2025-10-04 22:00:00,69.0,10.35,4.69,12.0,75.34,Completed
ORD-00959,CUST-0049,2025-03-29 21:00:00,698.0,0.0,55.84,0.0,753.84,Completed
ORD-00960,CUST-1172,2025-06-23 21:00:00,129.0,0.0,10.32,0.0,139.32,Completed
ORD-00961,CUST-0827,2025-12-02 14:00:00,89.0,8.9,6.41,12.0,98.51,Completed
ORD-00962,CUST-0571,2025-12-17 12:00:00,149.0,29.8,9.54,0.0,128.74,Completed
ORD-00963,CUST-0653,2025-03-10 19:00:00,386.0,38.6,27.79,0.0,375.19,Completed
ORD-00964,CUST-0447,2025-01-11 16:00:00,178.0,0.0,14.24,0.0,192.24,Completed
ORD-00965,CUST-0007,2025-11-25 09:00:00,599.0,0.0,47.92,0.0,646.92,Completed
