attribution_id,order_id,campaign_id,touchpoint_channel,touchpoint_type,attributed_revenue,attribution_weight,confidence_score
ATTR-00643,ORD-00643,CMP-ORGANIC,Organic Search,Direct,1055.16,0.8,0.85
ATTR-00644,ORD-00644,CMP-ORGANIC,Organic Search,Direct,170.64,0.8,0.85
ATTR-00645,ORD-00645,CMP-2025-01,Meta Ads,Last Click,119.23,1.0,0.95
ATTR-00646,ORD-00646,CMP-2025-01,Meta Ads,Last Click,62.98,1.0,0.95
ATTR-00647,ORD-00647,CMP-2025-04,Google Shopping,Last Click,44.13,1.0,0.95
ATTR-00648,ORD-00648,CMP-2025-02,Influencer,Last Click,145.04,1.0,0.95
ATTR-00649,ORD-00649,CMP-2025-04,YouTube Video Ads,Last Click,331.56,1.0,0.95
ATTR-00650,ORD-00650,CMP-2025-02,Influencer,Last Click,37.06,1.0,0.95
ATTR-00651,ORD-00651,CMP-2025-04,YouTube Video Ads,Last Click,59.63,1.0,0.95
ATTR-00652,ORD-00652,CMP-2025-05,SMS,Last Click,75.72,1.0,0.95
ATTR-00653,ORD-00653,CMP-2025-01,Meta Ads,Last Click,1250.96,1.0,0.95
ATTR-00654,ORD-00654,CMP-ORGANIC,Direct Traffic,Direct,266.76,0.8,0.85
ATTR-00655,ORD-00655,CMP-2025-04,YouTube Video Ads,Last Click,327.73,1.0,0.95
ATTR-00656,ORD-00656,CMP-2025-01,LinkedIn,Last Click,343.87,1.0,0.95
ATTR-00657,ORD-00657,CMP-2025-03,Pinterest,Last Click,38.62,1.0,0.95
ATTR-00658,ORD-00658,CMP-ORGANIC,Email Newsletter,Direct,276.48,0.8,0.85
ATTR-00659,ORD-00659,CMP-ORGANIC,Direct Traffic,Direct,75.72,0.8,0.85
ATTR-00660,ORD-00660,CMP-2025-01,LinkedIn,Last Click,220.64,1.0,0.95
ATTR-00661,ORD-00661,CMP-2025-02,TikTok,Last Click,603.07,1.0,0.95
ATTR-00662,ORD-00662,CMP-2025-02,TikTok,Last Click,582.23,1.0,0.95
ATTR-00663,ORD-00663,CMP-2025-01,Meta Ads,Last Click,819.07,1.0,0.95
ATTR-00664,ORD-00664,CMP-2025-01,LinkedIn,Last Click,113.52,1.0,0.95
ATTR-00665,ORD-00665,CMP-2025-04,Meta Ads,Last Click,38.62,1.0,0.95
ATTR-00666,ORD-00666,CMP-2025-01,Meta Ads,Last Click,192.46,1.0,0.95
ATTR-00667,ORD-00667,CMP-2025-04,YouTube Video Ads,Last Click,108.12,1.0,0.95
ATTR-00668,ORD-00668,CMP-ORGANIC,Direct Traffic,Direct,149.04,0.8,0.85
ATTR-00669,ORD-00669,CMP-2025-01,LinkedIn,Last Click,222.91,1.0,0.95
ATTR-00670,ORD-00670,CMP-2025-01,LinkedIn,Last Click,97.32,1.0,0.95
ATTR-00671,ORD-00671,CMP-ORGANIC,Organic Search,Direct,116.64,0.8,0.85
ATTR-00672,ORD-00672,CMP-ORGANIC,Organic Search,Direct,108.12,0.8,0.85
ATTR-00673,ORD-00673,CMP-2025-05,SMS,Last Click,111.46,1.0,0.95
ATTR-00674,ORD-00674,CMP-2025-05,SMS,Last Click,42.24,1.0,0.95
ATTR-00675,ORD-00675,CMP-ORGANIC,Email Newsletter,Direct,646.92,0.8,0.85
ATTR-00676,ORD-00676,CMP-2025-04,Google Shopping,Last Click,732.24,1.0,0.95
ATTR-00677,ORD-00677,CMP-2025-03,Pinterest,Last Click,40.19,1.0,0.95
ATTR-00678,ORD-00678,CMP-2025-01,Meta Ads,Last Click,354.35,1.0,0.95
ATTR-00679,ORD-00679,CMP-2025-04,Meta Ads,Last Click,79.07,1.0,0.95
ATTR-00680,ORD-00680,CMP-2025-05,Meta Retargeting,Last Click,144.83,1.0,0.95
ATTR-00681,ORD-00681,CMP-2025-04,YouTube Video Ads,Last Click,549.88,1.0,0.95
ATTR-00682,ORD-00682,CMP-2025-02,Influencer,Last Click,86.52,1.0,0.95
ATTR-00683,ORD-00683,CMP-2025-05,SMS,Last Click,97.32,1.0,0.95
ATTR-00684,ORD-00684,CMP-2025-01,Google Search,Last Click,202.18,1.0,0.95
ATTR-00685,ORD-00685,CMP-ORGANIC,Email Newsletter,Direct,459.0,0.8,0.85
ATTR-00686,ORD-00686,CMP-2025-01,LinkedIn,Last Click,192.46,1.0,0.95
ATTR-00687,ORD-00687,CMP-2025-04,YouTube Video Ads,Last Click,859.68,1.0,0.95
ATTR-00688,ORD-00688,CMP-2025-03,Instagram,Last Click,414.72,1.0,0.95
ATTR-00689,ORD-00689,CMP-ORGANIC,Email Newsletter,Direct,108.12,0.8,0.85
ATTR-00690,ORD-00690,CMP-2025-04,YouTube Video Ads,Last Click,479.2,1.0,0.95
ATTR-00691,ORD-00691,CMP-2025-02,Instagram Reels,Last Click,153.79,1.0,0.95
ATTR-00692,ORD-00692,CMP-2025-03,Instagram,Last Click,209.95,1.0,0.95
ATTR-00693,ORD-00693,CMP-ORGANIC,Organic Search,Direct,160.92,0.8,0.85
ATTR-00694,ORD-00694,CMP-2025-04,Meta Ads,Last Click,75.34,1.0,0.95
ATTR-00695,ORD-00695,CMP-2025-02,TikTok,Last Click,119.23,1.0,0.95
ATTR-00696,ORD-00696,CMP-ORGANIC,Direct Traffic,Direct,190.08,0.8,0.85
ATTR-00697,ORD-00697,CMP-ORGANIC,Social Organic,Direct,160.92,0.8,0.85
ATTR-00698,ORD-00698,CMP-2025-04,Google Shopping,Last Click,224.64,1.0,0.95
ATTR-00699,ORD-00699,CMP-ORGANIC,Direct Traffic,Direct,646.92,0.8,0.85
ATTR-00700,ORD-00700,CMP-ORGANIC,Organic Search,Direct,699.84,0.8,0.85
ATTR-00701,ORD-00701,CMP-2025-01,LinkedIn,Last Click,887.33,1.0,0.95
ATTR-00702,ORD-00702,CMP-2025-02,TikTok,Last Click,88.79,1.0,0.95
ATTR-00703,ORD-00703,CMP-ORGANIC,Organic Search,Direct,613.44,0.8,0.85
ATTR-00704,ORD-00704,CMP-2025-01,Google Search,Last Click,921.46,1.0,0.95
ATTR-00705,ORD-00705,CMP-ORGANIC,Social Organic,Direct,97.32,0.8,0.85
ATTR-00706,ORD-00706,CMP-2025-04,Google Shopping,Last Click,199.21,1.0,0.95
ATTR-00707,ORD-00707,CMP-ORGANIC,Organic Search,Direct,197.64,0.8,0.85
ATTR-00708,ORD-00708,CMP-2025-05,Google Remarketing,Last Click,882.36,1.0,0.95
ATTR-00709,ORD-00709,CMP-2025-05,SMS,Last Click,273.56,1.0,0.95
ATTR-00710,ORD-00710,CMP-ORGANIC,Social Organic,Direct,246.24,0.8,0.85
ATTR-00711,ORD-00711,CMP-2025-04,Meta Ads,Last Click,139.32,1.0,0.95
ATTR-00712,ORD-00712,CMP-2025-04,Meta Ads,Last Click,97.54,1.0,0.95
ATTR-00713,ORD-00713,CMP-2025-03,Pinterest,Last Click,745.52,1.0,0.95
ATTR-00714,ORD-00714,CMP-2025-02,Instagram Reels,Last Click,163.4,1.0,0.95
ATTR-00715,ORD-00715,CMP-2025-04,Meta Ads,Last Click,86.52,1.0,0.95
ATTR-00716,ORD-00716,CMP-2025-05,Meta Retargeting,Last Click,376.92,1.0,0.95
ATTR-00717,ORD-00717,CMP-2025-04,Google Shopping,Last Click,37.06,1.0,0.95
ATTR-00718,ORD-00718,CMP-2025-01,Meta Ads,Last Click,108.12,1.0,0.95
ATTR-00719,ORD-00719,CMP-ORGANIC,Email Newsletter,Direct,97.32,0.8,0.85
ATTR-00720,ORD-00720,CMP-2025-05,Meta Retargeting,Last Click,111.46,1.0,0.95
ATTR-00721,ORD-00721,CMP-2025-02,TikTok,Last Click,224.64,1.0,0.95
ATTR-00722,ORD-00722,CMP-2025-04,YouTube Video Ads,Last Click,515.16,1.0,0.95
ATTR-00723,ORD-00723,CMP-2025-02,Influencer,Last Click,170.64,1.0,0.95
ATTR-00724,ORD-00724,CMP-2025-04,Google Shopping,Last Click,339.23,1.0,0.95
ATTR-00725,ORD-00725,CMP-2025-05,SMS,Last Click,80.26,1.0,0.95
ATTR-00726,ORD-00726,CMP-2025-01,LinkedIn,Last Click,136.51,1.0,0.95
ATTR-00727,ORD-00727,CMP-ORGANIC,Direct Traffic,Direct,362.88,0.8,0.85
ATTR-00728,ORD-00728,CMP-2025-03,Instagram,Last Click,59.63,1.0,0.95
ATTR-00729,ORD-00729,CMP-2025-05,Google Remarketing,Last Click,80.04,1.0,0.95
ATTR-00730,ORD-00730,CMP-2025-02,TikTok,Last Click,114.7,1.0,0.95
ATTR-00731,ORD-00731,CMP-ORGANIC,Organic Search,Direct,208.44,0.8,0.85
ATTR-00732,ORD-00732,CMP-2025-02,Influencer,Last Click,128.74,1.0,0.95
ATTR-00733,ORD-00733,CMP-2025-02,TikTok,Last Click,807.84,1.0,0.95
ATTR-00734,ORD-00734,CMP-2025-02,TikTok,Last Click,159.84,1.0,0.95
ATTR-00735,ORD-00735,CMP-2025-01,Meta Ads,Last Click,512.24,1.0,0.95
ATTR-00736,ORD-00736,CMP-ORGANIC,Organic Search,Direct,108.12,0.8,0.85
ATTR-00737,ORD-00737,CMP-ORGANIC,Email Newsletter,Direct,160.92,0.8,0.85
ATTR-00738,ORD-00738,CMP-ORGANIC,Organic Search,Direct,97.32,0.8,0.85
ATTR-00739,ORD-00739,CMP-ORGANIC,Email Newsletter,Direct,646.92,0.8,0.85
ATTR-00740,ORD-00740,CMP-ORGANIC,Email Newsletter,Direct,97.32,0.8,0.85
ATTR-00741,ORD-00741,CMP-2025-01,Google Search,Last Click,154.22,1.0,0.95
ATTR-00742,ORD-00742,CMP-2025-05,Google Remarketing,Last Click,128.74,1.0,0.95
ATTR-00743,ORD-00743,CMP-2025-02,Instagram Reels,Last Click,169.56,1.0,0.95
ATTR-00744,ORD-00744,CMP-ORGANIC,Organic Search,Direct,300.24,0.8,0.85
ATTR-00745,ORD-00745,CMP-2025-05,Meta Retargeting,Last Click,88.79,1.0,0.95
ATTR-00746,ORD-00746,CMP-ORGANIC,Social Organic,Direct,116.64,0.8,0.85
ATTR-00747,ORD-00747,CMP-ORGANIC,Direct Traffic,Direct,64.92,0.8,0.85
ATTR-00748,ORD-00748,CMP-2025-01,Google Search,Last Click,62.98,1.0,0.95
ATTR-00749,ORD-00749,CMP-2025-04,Google Shopping,Last Click,171.67,1.0,0.95
ATTR-00750,ORD-00750,CMP-2025-02,Influencer,Last Click,71.62,1.0,0.95
ATTR-00751,ORD-00751,CMP-2025-03,Instagram,Last Click,97.32,1.0,0.95
ATTR-00752,ORD-00752,CMP-2025-05,Meta Retargeting,Last Click,255.2,1.0,0.95
ATTR-00753,ORD-00753,CMP-2025-03,Instagram,Last Click,108.32,1.0,0.95
ATTR-00754,ORD-00754,CMP-2025-05,Meta Retargeting,Last Click,696.92,1.0,0.95
ATTR-00755,ORD-00755,CMP-ORGANIC,Social Organic,Direct,646.92,0.8,0.85
ATTR-00756,ORD-00756,CMP-2025-04,YouTube Video Ads,Last Click,49.8,1.0,0.95
ATTR-00757,ORD-00757,CMP-ORGANIC,Direct Traffic,Direct,97.32,0.8,0.85
ATTR-00758,ORD-00758,CMP-2025-05,Meta Retargeting,Last Click,89.86,1.0,0.95
ATTR-00759,ORD-00759,CMP-2025-04,Google Shopping,Last Click,663.88,1.0,0.95
ATTR-00760,ORD-00760,CMP-ORGANIC,Direct Traffic,Direct,97.32,0.8,0.85
ATTR-00761,ORD-00761,CMP-2025-01,Meta Ads,Last Click,1099.76,1.0,0.95
ATTR-00762,ORD-00762,CMP-ORGANIC,Organic Search,Direct,169.56,0.8,0.85
ATTR-00763,ORD-00763,CMP-2025-02,Instagram Reels,Last Click,108.12,1.0,0.95
ATTR-00764,ORD-00764,CMP-2025-05,Meta Retargeting,Last Click,42.24,1.0,0.95
ATTR-00765,ORD-00765,CMP-ORGANIC,Direct Traffic,Direct,64.92,0.8,0.85
ATTR-00766,ORD-00766,CMP-2025-01,LinkedIn,Last Click,93.7,1.0,0.95
ATTR-00767,ORD-00767,CMP-ORGANIC,Direct Traffic,Direct,160.92,0.8,0.85
ATTR-00768,ORD-00768,CMP-2025-05,SMS,Last Click,136.78,1.0,0.95
ATTR-00769,ORD-00769,CMP-2025-02,TikTok,Last Click,43.32,1.0,0.95
ATTR-00770,ORD-00770,CMP-2025-01,Meta Ads,Last Click,75.72,1.0,0.95
ATTR-00771,ORD-00771,CMP-ORGANIC,Organic Search,Direct,160.92,0.8,0.85
ATTR-00772,ORD-00772,CMP-2025-05,SMS,Last Click,128.74,1.0,0.95
ATTR-00773,ORD-00773,CMP-ORGANIC,Social Organic,Direct,159.84,0.8,0.85
ATTR-00774,ORD-00774,CMP-2025-02,TikTok,Last Click,658.04,1.0,0.95
ATTR-00775,ORD-00775,CMP-2025-05,SMS,Last Click,226.48,1.0,0.95
ATTR-00776,ORD-00776,CMP-2025-01,LinkedIn,Last Click,159.84,1.0,0.95
ATTR-00777,ORD-00777,CMP-2025-04,Meta Ads,Last Click,44.13,1.0,0.95
ATTR-00778,ORD-00778,CMP-2025-03,Pinterest,Last Click,255.2,1.0,0.95
ATTR-00779,ORD-00779,CMP-2025-04,Google Shopping,Last Click,710.64,1.0,0.95
ATTR-00780,ORD-00780,CMP-ORGANIC,Social Organic,Direct,64.92,0.8,0.85
ATTR-00781,ORD-00781,CMP-2025-03,Email Marketing,Last Click,481.25,1.0,0.95
ATTR-00782,ORD-00782,CMP-ORGANIC,Organic Search,Direct,795.96,0.8,0.85
ATTR-00783,ORD-00783,CMP-2025-04,YouTube Video Ads,Last Click,211.9,1.0,0.95
ATTR-00784,ORD-00784,CMP-ORGANIC,Email Newsletter,Direct,139.32,0.8,0.85
ATTR-00785,ORD-00785,CMP-2025-01,Google Search,Last Click,153.58,1.0,0.95
ATTR-00786,ORD-00786,CMP-2025-04,Meta Ads,Last Click,80.26,1.0,0.95
ATTR-00787,ORD-00787,CMP-2025-02,TikTok,Last Click,101.95,1.0,0.95
ATTR-00788,ORD-00788,CMP-2025-01,LinkedIn,Last Click,123.12,1.0,0.95
ATTR-00789,ORD-00789,CMP-2025-01,Meta Ads,Last Click,118.42,1.0,0.95
ATTR-00790,ORD-00790,CMP-2025-03,Pinterest,Last Click,38.62,1.0,0.95
ATTR-00791,ORD-00791,CMP-2025-04,Google Shopping,Last Click,84.52,1.0,0.95
ATTR-00792,ORD-00792,CMP-2025-02,Instagram Reels,Last Click,549.88,1.0,0.95
ATTR-00793,ORD-00793,CMP-2025-02,Influencer,Last Click,84.52,1.0,0.95
ATTR-00794,ORD-00794,CMP-2025-02,TikTok,Last Click,44.13,1.0,0.95
ATTR-00795,ORD-00795,CMP-2025-04,Meta Ads,Last Click,97.32,1.0,0.95
ATTR-00796,ORD-00796,CMP-2025-01,Meta Ads,Last Click,181.76,1.0,0.95
ATTR-00797,ORD-00797,CMP-ORGANIC,Social Organic,Direct,170.64,0.8,0.85
ATTR-00798,ORD-00798,CMP-2025-02,Instagram Reels,Last Click,170.64,1.0,0.95
ATTR-00799,ORD-00799,CMP-2025-04,YouTube Video Ads,Last Click,153.58,1.0,0.95
ATTR-00800,ORD-00800,CMP-ORGANIC,Organic Search,Direct,81.12,0.8,0.85
ATTR-00801,ORD-00801,CMP-2025-02,Instagram Reels,Last Click,154.22,1.0,0.95
ATTR-00802,ORD-00802,CMP-2025-01,LinkedIn,Last Click,128.74,1.0,0.95
ATTR-00803,ORD-00803,CMP-2025-03,Instagram,Last Click,202.18,1.0,0.95
ATTR-00804,ORD-00804,CMP-2025-01,Google Search,Last Click,516.24,1.0,0.95
ATTR-00805,ORD-00805,CMP-2025-03,Instagram,Last Click,62.98,1.0,0.95
ATTR-00806,ORD-00806,CMP-2025-05,Google Remarketing,Last Click,42.24,1.0,0.95
ATTR-00807,ORD-00807,CMP-2025-04,YouTube Video Ads,Last Click,152.93,1.0,0.95
ATTR-00808,ORD-00808,CMP-2025-02,Instagram Reels,Last Click,98.51,1.0,0.95
ATTR-00809,ORD-00809,CMP-ORGANIC,Direct Traffic,Direct,86.52,0.8,0.85
ATTR-00810,ORD-00810,CMP-2025-02,TikTok,Last Click,110.59,1.0,0.95
ATTR-00811,ORD-00811,CMP-ORGANIC,Social Organic,Direct,159.84,0.8,0.85
ATTR-00812,ORD-00812,CMP-2025-01,Google Search,Last Click,86.52,1.0,0.95
ATTR-00813,ORD-00813,CMP-2025-03,Instagram,Last Click,153.58,1.0,0.95
ATTR-00814,ORD-00814,CMP-ORGANIC,Email Newsletter,Direct,160.92,0.8,0.85
ATTR-00815,ORD-00815,CMP-ORGANIC,Direct Traffic,Direct,828.36,0.8,0.85
ATTR-00816,ORD-00816,CMP-2025-01,Meta Ads,Last Click,75.72,1.0,0.95
ATTR-00817,ORD-00817,CMP-ORGANIC,Organic Search,Direct,75.72,0.8,0.85
ATTR-00818,ORD-00818,CMP-ORGANIC,Organic Search,Direct,49.8,0.8,0.85
ATTR-00819,ORD-00819,CMP-2025-02,Influencer,Last Click,75.72,1.0,0.95
ATTR-00820,ORD-00820,CMP-2025-02,Influencer,Last Click,97.32,1.0,0.95
ATTR-00821,ORD-00821,CMP-2025-02,TikTok,Last Click,80.26,1.0,0.95
ATTR-00822,ORD-00822,CMP-2025-05,Meta Retargeting,Last Click,44.13,1.0,0.95
ATTR-00823,ORD-00823,CMP-2025-05,Google Remarketing,Last Click,37.06,1.0,0.95
ATTR-00824,ORD-00824,CMP-ORGANIC,Direct Traffic,Direct,376.92,0.8,0.85
ATTR-00825,ORD-00825,CMP-2025-05,Google Remarketing,Last Click,134.14,1.0,0.95
ATTR-00826,ORD-00826,CMP-2025-02,TikTok,Last Click,376.92,1.0,0.95
ATTR-00827,ORD-00827,CMP-2025-05,SMS,Last Click,64.92,1.0,0.95
ATTR-00828,ORD-00828,CMP-2025-01,LinkedIn,Last Click,93.7,1.0,0.95
ATTR-00829,ORD-00829,CMP-2025-05,Google Remarketing,Last Click,97.32,1.0,0.95
ATTR-00830,ORD-00830,CMP-2025-02,Instagram Reels,Last Click,190.03,1.0,0.95
ATTR-00831,ORD-00831,CMP-2025-01,Google Search,Last Click,210.92,1.0,0.95
ATTR-00832,ORD-00832,CMP-ORGANIC,Direct Traffic,Direct,86.52,0.8,0.85
ATTR-00833,ORD-00833,CMP-ORGANIC,Email Newsletter,Direct,170.64,0.8,0.85
ATTR-00834,ORD-00834,CMP-2025-01,Google Search,Last Click,118.42,1.0,0.95
ATTR-00835,ORD-00835,CMP-2025-03,Pinterest,Last Click,96.67,1.0,0.95
ATTR-00836,ORD-00836,CMP-2025-02,Influencer,Last Click,71.62,1.0,0.95
ATTR-00837,ORD-00837,CMP-2025-02,Instagram Reels,Last Click,640.76,1.0,0.95
ATTR-00838,ORD-00838,CMP-2025-05,SMS,Last Click,107.26,1.0,0.95
ATTR-00839,ORD-00839,CMP-2025-03,Instagram,Last Click,42.24,1.0,0.95
ATTR-00840,ORD-00840,CMP-2025-04,Meta Ads,Last Click,88.79,1.0,0.95
ATTR-00841,ORD-00841,CMP-2025-01,Google Search,Last Click,549.88,1.0,0.95
ATTR-00842,ORD-00842,CMP-2025-01,LinkedIn,Last Click,629.86,1.0,0.95
ATTR-00843,ORD-00843,CMP-2025-01,Meta Ads,Last Click,462.24,1.0,0.95
ATTR-00844,ORD-00844,CMP-2025-04,YouTube Video Ads,Last Click,646.92,1.0,0.95
ATTR-00845,ORD-00845,CMP-2025-05,Google Remarketing,Last Click,86.52,1.0,0.95
ATTR-00846,ORD-00846,CMP-ORGANIC,Email Newsletter,Direct,43.32,0.8,0.85
ATTR-00847,ORD-00847,CMP-2025-04,Google Shopping,Last Click,86.52,1.0,0.95
ATTR-00848,ORD-00848,CMP-ORGANIC,Direct Traffic,Direct,160.92,0.8,0.85
ATTR-00849,ORD-00849,CMP-ORGANIC,Direct Traffic,Direct,86.52,0.8,0.85
ATTR-00850,ORD-00850,CMP-2025-05,Meta Retargeting,Last Click,64.92,1.0,0.95
ATTR-00851,ORD-00851,CMP-2025-05,Google Remarketing,Last Click,145.04,1.0,0.95
ATTR-00852,ORD-00852,CMP-2025-01,LinkedIn,Last Click,64.92,1.0,0.95
ATTR-00853,ORD-00853,CMP-ORGANIC,Organic Search,Direct,699.84,0.8,0.85
ATTR-00854,ORD-00854,CMP-ORGANIC,Direct Traffic,Direct,192.24,0.8,0.85
ATTR-00855,ORD-00855,CMP-2025-01,Meta Ads,Last Click,142.88,1.0,0.95
ATTR-00856,ORD-00856,CMP-ORGANIC,Organic Search,Direct,139.32,0.8,0.85
ATTR-00857,ORD-00857,CMP-2025-04,Meta Ads,Last Click,282.53,1.0,0.95
ATTR-00858,ORD-00858,CMP-2025-04,YouTube Video Ads,Last Click,603.07,1.0,0.95
ATTR-00859,ORD-00859,CMP-2025-01,LinkedIn,Last Click,376.92,1.0,0.95
ATTR-00860,ORD-00860,CMP-2025-05,Meta Retargeting,Last Click,46.02,1.0,0.95
ATTR-00861,ORD-00861,CMP-ORGANIC,Organic Search,Direct,117.84,0.8,0.85
ATTR-00862,ORD-00862,CMP-2025-04,Meta Ads,Last Click,46.02,1.0,0.95
ATTR-00863,ORD-00863,CMP-2025-05,SMS,Last Click,301.54,1.0,0.95
ATTR-00864,ORD-00864,CMP-ORGANIC,Organic Search,Direct,170.64,0.8,0.85
ATTR-00865,ORD-00865,CMP-2025-03,Email Marketing,Last Click,46.02,1.0,0.95
ATTR-00866,ORD-00866,CMP-2025-04,Meta Ads,Last Click,97.32,1.0,0.95
ATTR-00867,ORD-00867,CMP-2025-02,Influencer,Last Click,144.83,1.0,0.95
ATTR-00868,ORD-00868,CMP-2025-01,Google Search,Last Click,84.52,1.0,0.95
ATTR-00869,ORD-00869,CMP-2025-05,SMS,Last Click,62.98,1.0,0.95
ATTR-00870,ORD-00870,CMP-2025-01,LinkedIn,Last Click,117.5,1.0,0.95
ATTR-00871,ORD-00871,CMP-2025-05,SMS,Last Click,361.15,1.0,0.95
ATTR-00872,ORD-00872,CMP-ORGANIC,Email Newsletter,Direct,96.24,0.8,0.85
ATTR-00873,ORD-00873,CMP-2025-03,Instagram,Last Click,198.72,1.0,0.95
ATTR-00874,ORD-00874,CMP-ORGANIC,Organic Search,Direct,321.84,0.8,0.85
ATTR-00875,ORD-00875,CMP-2025-03,Instagram,Last Click,75.34,1.0,0.95
ATTR-00876,ORD-00876,CMP-2025-02,Influencer,Last Click,44.13,1.0,0.95
ATTR-00877,ORD-00877,CMP-2025-05,SMS,Last Click,101.96,1.0,0.95
ATTR-00878,ORD-00878,CMP-ORGANIC,Direct Traffic,Direct,795.96,0.8,0.85
ATTR-00879,ORD-00879,CMP-ORGANIC,Social Organic,Direct,97.32,0.8,0.85
ATTR-00880,ORD-00880,CMP-2025-05,Google Remarketing,Last Click,251.64,1.0,0.95
ATTR-00881,ORD-00881,CMP-2025-02,Influencer,Last Click,870.26,1.0,0.95
ATTR-00882,ORD-00882,CMP-2025-03,Email Marketing,Last Click,136.51,1.0,0.95
ATTR-00883,ORD-00883,CMP-2025-03,Email Marketing,Last Click,221.62,1.0,0.95
ATTR-00884,ORD-00884,CMP-2025-03,Email Marketing,Last Click,125.39,1.0,0.95
ATTR-00885,ORD-00885,CMP-2025-01,Meta Ads,Last Click,132.19,1.0,0.95
ATTR-00886,ORD-00886,CMP-2025-03,Email Marketing,Last Click,93.7,1.0,0.95
ATTR-00887,ORD-00887,CMP-2025-02,Instagram Reels,Last Click,235.44,1.0,0.95
ATTR-00888,ORD-00888,CMP-ORGANIC,Organic Search,Direct,461.16,0.8,0.85
ATTR-00889,ORD-00889,CMP-ORGANIC,Direct Traffic,Direct,160.92,0.8,0.85
ATTR-00890,ORD-00890,CMP-2025-05,Google Remarketing,Last Click,99.14,1.0,0.95
ATTR-00891,ORD-00891,CMP-2025-03,Email Marketing,Last Click,38.62,1.0,0.95
ATTR-00892,ORD-00892,CMP-2025-01,Meta Ads,Last Click,44.13,1.0,0.95
ATTR-00893,ORD-00893,CMP-2025-04,Google Shopping,Last Click,98.51,1.0,0.95
ATTR-00894,ORD-00894,CMP-2025-05,Google Remarketing,Last Click,54.34,1.0,0.95
ATTR-00895,ORD-00895,CMP-2025-05,Google Remarketing,Last Click,40.19,1.0,0.95
ATTR-00896,ORD-00896,CMP-2025-02,TikTok,Last Click,120.53,1.0,0.95
ATTR-00897,ORD-00897,CMP-ORGANIC,Direct Traffic,Direct,408.24,0.8,0.85
ATTR-00898,ORD-00898,CMP-2025-01,LinkedIn,Last Click,84.52,1.0,0.95
ATTR-00899,ORD-00899,CMP-2025-03,Pinterest,Last Click,80.26,1.0,0.95
ATTR-00900,ORD-00900,CMP-2025-05,Google Remarketing,Last Click,119.23,1.0,0.95
ATTR-00901,ORD-00901,CMP-ORGANIC,Email Newsletter,Direct,139.32,0.8,0.85
ATTR-00902,ORD-00902,CMP-ORGANIC,Email Newsletter,Direct,149.04,0.8,0.85
ATTR-00903,ORD-00903,CMP-2025-03,Pinterest,Last Click,646.92,1.0,0.95
ATTR-00904,ORD-00904,CMP-2025-05,Meta Retargeting,Last Click,93.7,1.0,0.95
ATTR-00905,ORD-00905,CMP-2025-01,Google Search,Last Click,108.32,1.0,0.95
ATTR-00906,ORD-00906,CMP-ORGANIC,Email Newsletter,Direct,74.64,0.8,0.85
ATTR-00907,ORD-00907,CMP-ORGANIC,Social Organic,Direct,43.32,0.8,0.85
ATTR-00908,ORD-00908,CMP-2025-01,LinkedIn,Last Click,87.6,1.0,0.95
ATTR-00909,ORD-00909,CMP-2025-05,SMS,Last Click,419.53,1.0,0.95
ATTR-00910,ORD-00910,CMP-ORGANIC,Social Organic,Direct,374.76,0.8,0.85
ATTR-00911,ORD-00911,CMP-ORGANIC,Organic Search,Direct,108.12,0.8,0.85
ATTR-00912,ORD-00912,CMP-2025-03,Pinterest,Last Click,88.9,1.0,0.95
ATTR-00913,ORD-00913,CMP-2025-03,Instagram,Last Click,221.62,1.0,0.95
ATTR-00914,ORD-00914,CMP-2025-05,Google Remarketing,Last Click,250.78,1.0,0.95
ATTR-00915,ORD-00915,CMP-ORGANIC,Social Organic,Direct,646.92,0.8,0.85
ATTR-00916,ORD-00916,CMP-ORGANIC,Social Organic,Direct,1023.84,0.8,0.85
ATTR-00917,ORD-00917,CMP-2025-02,Influencer,Last Click,76.26,1.0,0.95
ATTR-00918,ORD-00918,CMP-2025-04,Meta Ads,Last Click,147.96,1.0,0.95
ATTR-00919,ORD-00919,CMP-2025-01,Meta Ads,Last Click,188.35,1.0,0.95
ATTR-00920,ORD-00920,CMP-2025-04,Google Shopping,Last Click,99.14,1.0,0.95
ATTR-00921,ORD-00921,CMP-ORGANIC,Organic Search,Direct,139.32,0.8,0.85
ATTR-00922,ORD-00922,CMP-2025-02,Instagram Reels,Last Click,154.22,1.0,0.95
ATTR-00923,ORD-00923,CMP-2025-03,Pinterest,Last Click,127.44,1.0,0.95
ATTR-00924,ORD-00924,CMP-2025-04,Google Shopping,Last Click,108.12,1.0,0.95
ATTR-00925,ORD-00925,CMP-ORGANIC,Email Newsletter,Direct,234.36,0.8,0.85
ATTR-00926,ORD-00926,CMP-2025-03,Email Marketing,Last Click,170.64,1.0,0.95
ATTR-00927,ORD-00927,CMP-2025-05,Google Remarketing,Last Click,144.83,1.0,0.95
ATTR-00928,ORD-00928,CMP-2025-05,SMS,Last Click,79.07,1.0,0.95
ATTR-00929,ORD-00929,CMP-ORGANIC,Email Newsletter,Direct,75.72,0.8,0.85
ATTR-00930,ORD-00930,CMP-2025-02,Instagram Reels,Last Click,180.79,1.0,0.95
ATTR-00931,ORD-00931,CMP-2025-04,Google Shopping,Last Click,149.04,1.0,0.95
ATTR-00932,ORD-00932,CMP-ORGANIC,Organic Search,Direct,1368.36,0.8,0.85
